Value,Cohort,Universe,HHType,Population,SystemPath,ProjectID,ReportRow,ReportID,Step
118,13,14,0,19,-1,,53,607271242,"9.3.1"
167,13,14,0,48,-1,,53,607271242,"9.3.1"
303,13,14,1,0,-1,,53,607271242,"9.3.1"
10,13,14,1,10,-1,,53,607271242,"9.3.1"
15,13,14,1,11,-1,,53,607271242,"9.3.1"
57,13,14,1,13,-1,,53,607271242,"9.3.1"
224,13,14,1,14,-1,,53,607271242,"9.3.1"
81,13,14,1,15,-1,,53,607271242,"9.3.1"
230,13,14,1,18,-1,,53,607271242,"9.3.1"
38,13,14,1,19,-1,,53,607271242,"9.3.1"
85,13,14,1,45,-1,,53,607271242,"9.3.1"
78,13,14,1,48,-1,,53,607271242,"9.3.1"
249,13,14,2,0,-1,,53,607271242,"9.3.1"
31,13,14,2,12,-1,,53,607271242,"9.3.1"
37,13,14,2,13,-1,,53,607271242,"9.3.1"
28,13,14,2,15,-1,,53,607271242,"9.3.1"
129,13,14,2,18,-1,,53,607271242,"9.3.1"
79,13,14,2,19,-1,,53,607271242,"9.3.1"
89,13,14,2,48,-1,,53,607271242,"9.3.1"
4,13,14,3,0,-1,,53,607271242,"9.3.1"
2,13,14,3,15,-1,,53,607271242,"9.3.1"
3,13,14,3,18,-1,,53,607271242,"9.3.1"
1,13,14,3,19,-1,,53,607271242,"9.3.1"
212,13,15,0,0,-1,,53,607271242,"9.3.1"
126,13,15,0,13,-1,,53,607271242,"9.3.1"
51,13,15,0,15,-1,,53,607271242,"9.3.1"
187,13,15,0,18,-1,,53,607271242,"9.3.1"
7,13,15,0,19,-1,,53,607271242,"9.3.1"
29,13,15,0,48,-1,,53,607271242,"9.3.1"
191,13,15,1,0,-1,,53,607271242,"9.3.1"
4,13,15,1,11,-1,,53,607271242,"9.3.1"
118,13,15,1,13,-1,,53,607271242,"9.3.1"
73,13,15,1,14,-1,,53,607271242,"9.3.1"
51,13,15,1,15,-1,,53,607271242,"9.3.1"
175,13,15,1,18,-1,,53,607271242,"9.3.1"
7,13,15,1,19,-1,,53,607271242,"9.3.1"
72,13,15,1,45,-1,,53,607271242,"9.3.1"
24,13,15,1,48,-1,,53,607271242,"9.3.1"
21,13,15,2,0,-1,,53,607271242,"9.3.1"
4,13,15,2,12,-1,,53,607271242,"9.3.1"
8,13,15,2,13,-1,,53,607271242,"9.3.1"
12,13,15,2,18,-1,,53,607271242,"9.3.1"
5,13,15,2,48,-1,,53,607271242,"9.3.1"
592,13,16,0,0,-1,,53,607271242,"9.3.1"
32,13,16,0,13,-1,,53,607271242,"9.3.1"
89,13,16,0,15,-1,,53,607271242,"9.3.1"
306,13,16,0,18,-1,,53,607271242,"9.3.1"
85,13,16,0,19,-1,,53,607271242,"9.3.1"
126,13,16,0,48,-1,,53,607271242,"9.3.1"
362,13,16,1,0,-1,,53,607271242,"9.3.1"
13,13,16,1,10,-1,,53,607271242,"9.3.1"
13,13,16,1,11,-1,,53,607271242,"9.3.1"
32,13,16,1,13,-1,,53,607271242,"9.3.1"
304,13,16,1,14,-1,,53,607271242,"9.3.1"
83,13,16,1,15,-1,,53,607271242,"9.3.1"
237,13,16,1,18,-1,,53,607271242,"9.3.1"
32,13,16,1,19,-1,,53,607271242,"9.3.1"
105,13,16,1,45,-1,,53,607271242,"9.3.1"
67,13,16,1,48,-1,,53,607271242,"9.3.1"
222,13,16,2,0,-1,,53,607271242,"9.3.1"
27,13,16,2,12,-1,,53,607271242,"9.3.1"
6,13,16,2,15,-1,,53,607271242,"9.3.1"
64,13,16,2,18,-1,,53,607271242,"9.3.1"
53,13,16,2,19,-1,,53,607271242,"9.3.1"
56,13,16,2,48,-1,,53,607271242,"9.3.1"
3,13,16,3,0,-1,,53,607271242,"9.3.1"
2,13,16,3,18,-1,,53,607271242,"9.3.1"
1,13,16,3,48,-1,,53,607271242,"9.3.1"
5,13,16,99,0,-1,,53,607271242,"9.3.1"
3,13,16,99,18,-1,,53,607271242,"9.3.1"
2,13,16,99,48,-1,,53,607271242,"9.3.1"
15,1,10,0,0,-1,"HAV137",54,607271242,"9.3.1"
395,1,10,0,0,-1,"NBN105",54,607271242,"9.3.1"
242,1,10,0,0,-1,"NXS102",54,607271242,"9.3.1"
51,1,10,0,0,-1,"NXS103",54,607271242,"9.3.1"
416,1,10,0,0,-1,"NXS106",54,607271242,"9.3.1"
59,1,10,0,0,-1,"NXS107",54,607271242,"9.3.1"
113,1,10,0,0,-1,"NXS108",54,607271242,"9.3.1"
100,1,10,0,0,-1,"NXS109",54,607271242,"9.3.1"
111,1,10,0,0,-1,"NXS110",54,607271242,"9.3.1"
91,1,10,0,0,-1,"NXS111",54,607271242,"9.3.1"
80,1,10,0,0,-1,"NXS112",54,607271242,"9.3.1"
571,1,10,0,0,-1,"NXS113",54,607271242,"9.3.1"
120,1,10,0,0,-1,"NXS114",54,607271242,"9.3.1"
208,1,10,0,0,-1,"NXS116",54,607271242,"9.3.1"
151,1,10,0,0,-1,"NXS127",54,607271242,"9.3.1"
96,1,10,0,0,-1,"NXS129",54,607271242,"9.3.1"
93,1,10,0,0,-1,"NXS135",54,607271242,"9.3.1"
74,1,10,0,0,-1,"NXS138",54,607271242,"9.3.1"
193,1,10,0,0,-1,"NXS147",54,607271242,"9.3.1"
41,1,10,0,0,-1,"NXS151",54,607271242,"9.3.1"
55,1,10,0,0,-1,"PSH119",54,607271242,"9.3.1"
16,1,10,0,0,-1,"PSH120",54,607271242,"9.3.1"
24,1,10,0,0,-1,"PSH148",54,607271242,"9.3.1"
51,1,10,0,0,-1,"PSH164",54,607271242,"9.3.1"
11,1,10,0,0,-1,"PSH165",54,607271242,"9.3.1"
74,1,10,0,0,-1,"PSH180",54,607271242,"9.3.1"
25,1,10,0,0,-1,"RRH121",54,607271242,"9.3.1"
14,1,10,0,0,-1,"RRH122",54,607271242,"9.3.1"
75,1,10,0,0,-1,"RRH123",54,607271242,"9.3.1"
30,1,10,0,0,-1,"RRH124",54,607271242,"9.3.1"
23,1,10,0,0,-1,"RRH126",54,607271242,"9.3.1"
30,1,10,0,0,-1,"RRH131",54,607271242,"9.3.1"
151,1,10,0,0,-1,"RRH132",54,607271242,"9.3.1"
30,1,10,0,0,-1,"RRH133",54,607271242,"9.3.1"
42,1,10,0,0,-1,"RRH140",54,607271242,"9.3.1"
15,1,10,0,0,-1,"RRH141",54,607271242,"9.3.1"
16,1,10,0,0,-1,"RRH143",54,607271242,"9.3.1"
13,1,10,0,0,-1,"RRH149",54,607271242,"9.3.1"
22,1,10,0,0,-1,"RRH153",54,607271242,"9.3.1"
22,1,10,0,0,-1,"RRH154",54,607271242,"9.3.1"
15,1,10,0,0,-1,"RRH155",54,607271242,"9.3.1"
19,1,10,0,0,-1,"RRH156",54,607271242,"9.3.1"
21,1,10,0,0,-1,"RRH157",54,607271242,"9.3.1"
87,1,10,0,0,-1,"RRH158",54,607271242,"9.3.1"
30,1,10,0,0,-1,"RRH159",54,607271242,"9.3.1"
57,1,10,0,0,-1,"RRH160",54,607271242,"9.3.1"
86,1,10,0,0,-1,"RRH161",54,607271242,"9.3.1"
10,1,10,0,0,-1,"RRH169",54,607271242,"9.3.1"
7,1,10,0,0,-1,"RRH170",54,607271242,"9.3.1"
68,1,10,0,0,-1,"TRN104",54,607271242,"9.3.1"
20,1,10,0,0,-1,"TRN117",54,607271242,"9.3.1"
29,1,10,0,0,-1,"TRN118",54,607271242,"9.3.1"
16,1,10,0,0,-1,"TRN146",54,607271242,"9.3.1"
15,1,10,0,13,-1,"HAV137",54,607271242,"9.3.1"
37,1,10,0,13,-1,"NBN105",54,607271242,"9.3.1"
3,1,10,0,13,-1,"NXS102",54,607271242,"9.3.1"
23,1,10,0,13,-1,"NXS106",54,607271242,"9.3.1"
19,1,10,0,13,-1,"NXS108",54,607271242,"9.3.1"
5,1,10,0,13,-1,"NXS109",54,607271242,"9.3.1"
1,1,10,0,13,-1,"NXS110",54,607271242,"9.3.1"
1,1,10,0,13,-1,"NXS111",54,607271242,"9.3.1"
43,1,10,0,13,-1,"NXS113",54,607271242,"9.3.1"
4,1,10,0,13,-1,"NXS114",54,607271242,"9.3.1"
8,1,10,0,13,-1,"NXS116",54,607271242,"9.3.1"
11,1,10,0,13,-1,"NXS127",54,607271242,"9.3.1"
12,1,10,0,13,-1,"NXS129",54,607271242,"9.3.1"
3,1,10,0,13,-1,"NXS135",54,607271242,"9.3.1"
1,1,10,0,13,-1,"NXS138",54,607271242,"9.3.1"
13,1,10,0,13,-1,"NXS147",54,607271242,"9.3.1"
55,1,10,0,13,-1,"PSH119",54,607271242,"9.3.1"
16,1,10,0,13,-1,"PSH120",54,607271242,"9.3.1"
3,1,10,0,13,-1,"PSH148",54,607271242,"9.3.1"
4,1,10,0,13,-1,"PSH164",54,607271242,"9.3.1"
74,1,10,0,13,-1,"PSH180",54,607271242,"9.3.1"
14,1,10,0,13,-1,"RRH122",54,607271242,"9.3.1"
75,1,10,0,13,-1,"RRH123",54,607271242,"9.3.1"
30,1,10,0,13,-1,"RRH124",54,607271242,"9.3.1"
9,1,10,0,13,-1,"RRH126",54,607271242,"9.3.1"
1,1,10,0,13,-1,"RRH131",54,607271242,"9.3.1"
2,1,10,0,13,-1,"RRH132",54,607271242,"9.3.1"
4,1,10,0,13,-1,"RRH133",54,607271242,"9.3.1"
1,1,10,0,13,-1,"RRH140",54,607271242,"9.3.1"
1,1,10,0,13,-1,"RRH141",54,607271242,"9.3.1"
1,1,10,0,13,-1,"RRH143",54,607271242,"9.3.1"
4,1,10,0,13,-1,"RRH158",54,607271242,"9.3.1"
1,1,10,0,13,-1,"RRH159",54,607271242,"9.3.1"
2,1,10,0,13,-1,"RRH160",54,607271242,"9.3.1"
2,1,10,0,13,-1,"RRH161",54,607271242,"9.3.1"
2,1,10,0,13,-1,"TRN104",54,607271242,"9.3.1"
29,1,10,0,13,-1,"TRN118",54,607271242,"9.3.1"
16,1,10,0,13,-1,"TRN146",54,607271242,"9.3.1"
7,1,10,0,15,-1,"HAV137",54,607271242,"9.3.1"
112,1,10,0,15,-1,"NBN105",54,607271242,"9.3.1"
10,1,10,0,15,-1,"NXS102",54,607271242,"9.3.1"
6,1,10,0,15,-1,"NXS103",54,607271242,"9.3.1"
59,1,10,0,15,-1,"NXS106",54,607271242,"9.3.1"
10,1,10,0,15,-1,"NXS107",54,607271242,"9.3.1"
15,1,10,0,15,-1,"NXS108",54,607271242,"9.3.1"
16,1,10,0,15,-1,"NXS109",54,607271242,"9.3.1"
16,1,10,0,15,-1,"NXS110",54,607271242,"9.3.1"
18,1,10,0,15,-1,"NXS111",54,607271242,"9.3.1"
7,1,10,0,15,-1,"NXS112",54,607271242,"9.3.1"
130,1,10,0,15,-1,"NXS113",54,607271242,"9.3.1"
42,1,10,0,15,-1,"NXS114",54,607271242,"9.3.1"
43,1,10,0,15,-1,"NXS116",54,607271242,"9.3.1"
54,1,10,0,15,-1,"NXS127",54,607271242,"9.3.1"
15,1,10,0,15,-1,"NXS129",54,607271242,"9.3.1"
15,1,10,0,15,-1,"NXS135",54,607271242,"9.3.1"
6,1,10,0,15,-1,"NXS138",54,607271242,"9.3.1"
42,1,10,0,15,-1,"NXS147",54,607271242,"9.3.1"
2,1,10,0,15,-1,"NXS151",54,607271242,"9.3.1"
2,1,10,0,15,-1,"PSH119",54,607271242,"9.3.1"
1,1,10,0,15,-1,"PSH120",54,607271242,"9.3.1"
3,1,10,0,15,-1,"PSH148",54,607271242,"9.3.1"
30,1,10,0,15,-1,"PSH164",54,607271242,"9.3.1"
3,1,10,0,15,-1,"PSH165",54,607271242,"9.3.1"
15,1,10,0,15,-1,"PSH180",54,607271242,"9.3.1"
5,1,10,0,15,-1,"RRH121",54,607271242,"9.3.1"
2,1,10,0,15,-1,"RRH122",54,607271242,"9.3.1"
25,1,10,0,15,-1,"RRH123",54,607271242,"9.3.1"
6,1,10,0,15,-1,"RRH124",54,607271242,"9.3.1"
13,1,10,0,15,-1,"RRH126",54,607271242,"9.3.1"
7,1,10,0,15,-1,"RRH131",54,607271242,"9.3.1"
39,1,10,0,15,-1,"RRH132",54,607271242,"9.3.1"
7,1,10,0,15,-1,"RRH133",54,607271242,"9.3.1"
8,1,10,0,15,-1,"RRH140",54,607271242,"9.3.1"
2,1,10,0,15,-1,"RRH141",54,607271242,"9.3.1"
10,1,10,0,15,-1,"RRH143",54,607271242,"9.3.1"
4,1,10,0,15,-1,"RRH149",54,607271242,"9.3.1"
3,1,10,0,15,-1,"RRH153",54,607271242,"9.3.1"
6,1,10,0,15,-1,"RRH154",54,607271242,"9.3.1"
12,1,10,0,15,-1,"RRH155",54,607271242,"9.3.1"
3,1,10,0,15,-1,"RRH156",54,607271242,"9.3.1"
8,1,10,0,15,-1,"RRH157",54,607271242,"9.3.1"
10,1,10,0,15,-1,"RRH158",54,607271242,"9.3.1"
4,1,10,0,15,-1,"RRH159",54,607271242,"9.3.1"
15,1,10,0,15,-1,"RRH160",54,607271242,"9.3.1"
16,1,10,0,15,-1,"RRH161",54,607271242,"9.3.1"
4,1,10,0,15,-1,"RRH170",54,607271242,"9.3.1"
8,1,10,0,15,-1,"TRN104",54,607271242,"9.3.1"
4,1,10,0,15,-1,"TRN117",54,607271242,"9.3.1"
6,1,10,0,15,-1,"TRN118",54,607271242,"9.3.1"
6,1,10,0,15,-1,"TRN146",54,607271242,"9.3.1"
12,1,10,0,18,-1,"HAV137",54,607271242,"9.3.1"
261,1,10,0,18,-1,"NBN105",54,607271242,"9.3.1"
63,1,10,0,18,-1,"NXS102",54,607271242,"9.3.1"
28,1,10,0,18,-1,"NXS103",54,607271242,"9.3.1"
287,1,10,0,18,-1,"NXS106",54,607271242,"9.3.1"
32,1,10,0,18,-1,"NXS107",54,607271242,"9.3.1"
70,1,10,0,18,-1,"NXS108",54,607271242,"9.3.1"
52,1,10,0,18,-1,"NXS109",54,607271242,"9.3.1"
92,1,10,0,18,-1,"NXS110",54,607271242,"9.3.1"
62,1,10,0,18,-1,"NXS111",54,607271242,"9.3.1"
55,1,10,0,18,-1,"NXS112",54,607271242,"9.3.1"
350,1,10,0,18,-1,"NXS113",54,607271242,"9.3.1"
82,1,10,0,18,-1,"NXS114",54,607271242,"9.3.1"
135,1,10,0,18,-1,"NXS116",54,607271242,"9.3.1"
105,1,10,0,18,-1,"NXS127",54,607271242,"9.3.1"
49,1,10,0,18,-1,"NXS129",54,607271242,"9.3.1"
37,1,10,0,18,-1,"NXS135",54,607271242,"9.3.1"
45,1,10,0,18,-1,"NXS138",54,607271242,"9.3.1"
126,1,10,0,18,-1,"NXS147",54,607271242,"9.3.1"
32,1,10,0,18,-1,"NXS151",54,607271242,"9.3.1"
37,1,10,0,18,-1,"PSH119",54,607271242,"9.3.1"
13,1,10,0,18,-1,"PSH120",54,607271242,"9.3.1"
24,1,10,0,18,-1,"PSH148",54,607271242,"9.3.1"
50,1,10,0,18,-1,"PSH164",54,607271242,"9.3.1"
10,1,10,0,18,-1,"PSH165",54,607271242,"9.3.1"
74,1,10,0,18,-1,"PSH180",54,607271242,"9.3.1"
16,1,10,0,18,-1,"RRH121",54,607271242,"9.3.1"
13,1,10,0,18,-1,"RRH122",54,607271242,"9.3.1"
68,1,10,0,18,-1,"RRH123",54,607271242,"9.3.1"
26,1,10,0,18,-1,"RRH124",54,607271242,"9.3.1"
23,1,10,0,18,-1,"RRH126",54,607271242,"9.3.1"
22,1,10,0,18,-1,"RRH131",54,607271242,"9.3.1"
101,1,10,0,18,-1,"RRH132",54,607271242,"9.3.1"
25,1,10,0,18,-1,"RRH133",54,607271242,"9.3.1"
22,1,10,0,18,-1,"RRH140",54,607271242,"9.3.1"
15,1,10,0,18,-1,"RRH141",54,607271242,"9.3.1"
14,1,10,0,18,-1,"RRH143",54,607271242,"9.3.1"
10,1,10,0,18,-1,"RRH149",54,607271242,"9.3.1"
13,1,10,0,18,-1,"RRH153",54,607271242,"9.3.1"
17,1,10,0,18,-1,"RRH154",54,607271242,"9.3.1"
13,1,10,0,18,-1,"RRH155",54,607271242,"9.3.1"
13,1,10,0,18,-1,"RRH156",54,607271242,"9.3.1"
21,1,10,0,18,-1,"RRH157",54,607271242,"9.3.1"
41,1,10,0,18,-1,"RRH158",54,607271242,"9.3.1"
18,1,10,0,18,-1,"RRH159",54,607271242,"9.3.1"
39,1,10,0,18,-1,"RRH160",54,607271242,"9.3.1"
51,1,10,0,18,-1,"RRH161",54,607271242,"9.3.1"
6,1,10,0,18,-1,"RRH169",54,607271242,"9.3.1"
6,1,10,0,18,-1,"RRH170",54,607271242,"9.3.1"
68,1,10,0,18,-1,"TRN104",54,607271242,"9.3.1"
15,1,10,0,18,-1,"TRN117",54,607271242,"9.3.1"
20,1,10,0,18,-1,"TRN118",54,607271242,"9.3.1"
13,1,10,0,18,-1,"TRN146",54,607271242,"9.3.1"
43,1,10,0,19,-1,"NBN105",54,607271242,"9.3.1"
86,1,10,0,19,-1,"NXS102",54,607271242,"9.3.1"
18,1,10,0,19,-1,"NXS103",54,607271242,"9.3.1"
68,1,10,0,19,-1,"NXS106",54,607271242,"9.3.1"
14,1,10,0,19,-1,"NXS107",54,607271242,"9.3.1"
2,1,10,0,19,-1,"NXS108",54,607271242,"9.3.1"
3,1,10,0,19,-1,"NXS109",54,607271242,"9.3.1"
15,1,10,0,19,-1,"NXS110",54,607271242,"9.3.1"
19,1,10,0,19,-1,"NXS111",54,607271242,"9.3.1"
18,1,10,0,19,-1,"NXS112",54,607271242,"9.3.1"
62,1,10,0,19,-1,"NXS113",54,607271242,"9.3.1"
10,1,10,0,19,-1,"NXS114",54,607271242,"9.3.1"
21,1,10,0,19,-1,"NXS116",54,607271242,"9.3.1"
12,1,10,0,19,-1,"NXS127",54,607271242,"9.3.1"
4,1,10,0,19,-1,"NXS129",54,607271242,"9.3.1"
6,1,10,0,19,-1,"NXS135",54,607271242,"9.3.1"
10,1,10,0,19,-1,"NXS138",54,607271242,"9.3.1"
16,1,10,0,19,-1,"NXS147",54,607271242,"9.3.1"
1,1,10,0,19,-1,"PSH148",54,607271242,"9.3.1"
3,1,10,0,19,-1,"PSH164",54,607271242,"9.3.1"
1,1,10,0,19,-1,"PSH165",54,607271242,"9.3.1"
2,1,10,0,19,-1,"PSH180",54,607271242,"9.3.1"
5,1,10,0,19,-1,"RRH121",54,607271242,"9.3.1"
3,1,10,0,19,-1,"RRH122",54,607271242,"9.3.1"
6,1,10,0,19,-1,"RRH123",54,607271242,"9.3.1"
1,1,10,0,19,-1,"RRH124",54,607271242,"9.3.1"
3,1,10,0,19,-1,"RRH126",54,607271242,"9.3.1"
3,1,10,0,19,-1,"RRH131",54,607271242,"9.3.1"
23,1,10,0,19,-1,"RRH132",54,607271242,"9.3.1"
4,1,10,0,19,-1,"RRH133",54,607271242,"9.3.1"
8,1,10,0,19,-1,"RRH140",54,607271242,"9.3.1"
4,1,10,0,19,-1,"RRH141",54,607271242,"9.3.1"
4,1,10,0,19,-1,"RRH149",54,607271242,"9.3.1"
1,1,10,0,19,-1,"RRH153",54,607271242,"9.3.1"
3,1,10,0,19,-1,"RRH154",54,607271242,"9.3.1"
3,1,10,0,19,-1,"RRH155",54,607271242,"9.3.1"
3,1,10,0,19,-1,"RRH156",54,607271242,"9.3.1"
2,1,10,0,19,-1,"RRH157",54,607271242,"9.3.1"
17,1,10,0,19,-1,"RRH158",54,607271242,"9.3.1"
7,1,10,0,19,-1,"RRH159",54,607271242,"9.3.1"
14,1,10,0,19,-1,"RRH160",54,607271242,"9.3.1"
11,1,10,0,19,-1,"RRH161",54,607271242,"9.3.1"
5,1,10,0,19,-1,"RRH169",54,607271242,"9.3.1"
3,1,10,0,19,-1,"RRH170",54,607271242,"9.3.1"
3,1,10,0,19,-1,"TRN104",54,607271242,"9.3.1"
78,1,10,0,48,-1,"NBN105",54,607271242,"9.3.1"
39,1,10,0,48,-1,"NXS102",54,607271242,"9.3.1"
21,1,10,0,48,-1,"NXS103",54,607271242,"9.3.1"
122,1,10,0,48,-1,"NXS106",54,607271242,"9.3.1"
31,1,10,0,48,-1,"NXS107",54,607271242,"9.3.1"
13,1,10,0,48,-1,"NXS108",54,607271242,"9.3.1"
6,1,10,0,48,-1,"NXS109",54,607271242,"9.3.1"
65,1,10,0,48,-1,"NXS110",54,607271242,"9.3.1"
19,1,10,0,48,-1,"NXS111",54,607271242,"9.3.1"
28,1,10,0,48,-1,"NXS112",54,607271242,"9.3.1"
115,1,10,0,48,-1,"NXS113",54,607271242,"9.3.1"
24,1,10,0,48,-1,"NXS114",54,607271242,"9.3.1"
41,1,10,0,48,-1,"NXS116",54,607271242,"9.3.1"
26,1,10,0,48,-1,"NXS127",54,607271242,"9.3.1"
1,1,10,0,48,-1,"NXS129",54,607271242,"9.3.1"
15,1,10,0,48,-1,"NXS135",54,607271242,"9.3.1"
21,1,10,0,48,-1,"NXS138",54,607271242,"9.3.1"
49,1,10,0,48,-1,"NXS147",54,607271242,"9.3.1"
22,1,10,0,48,-1,"NXS151",54,607271242,"9.3.1"
6,1,10,0,48,-1,"PSH119",54,607271242,"9.3.1"
2,1,10,0,48,-1,"PSH120",54,607271242,"9.3.1"
1,1,10,0,48,-1,"PSH148",54,607271242,"9.3.1"
10,1,10,0,48,-1,"PSH164",54,607271242,"9.3.1"
3,1,10,0,48,-1,"PSH165",54,607271242,"9.3.1"
5,1,10,0,48,-1,"PSH180",54,607271242,"9.3.1"
7,1,10,0,48,-1,"RRH121",54,607271242,"9.3.1"
9,1,10,0,48,-1,"RRH123",54,607271242,"9.3.1"
5,1,10,0,48,-1,"RRH124",54,607271242,"9.3.1"
3,1,10,0,48,-1,"RRH126",54,607271242,"9.3.1"
14,1,10,0,48,-1,"RRH131",54,607271242,"9.3.1"
42,1,10,0,48,-1,"RRH132",54,607271242,"9.3.1"
8,1,10,0,48,-1,"RRH133",54,607271242,"9.3.1"
6,1,10,0,48,-1,"RRH140",54,607271242,"9.3.1"
6,1,10,0,48,-1,"RRH141",54,607271242,"9.3.1"
6,1,10,0,48,-1,"RRH143",54,607271242,"9.3.1"
3,1,10,0,48,-1,"RRH149",54,607271242,"9.3.1"
6,1,10,0,48,-1,"RRH153",54,607271242,"9.3.1"
8,1,10,0,48,-1,"RRH154",54,607271242,"9.3.1"
5,1,10,0,48,-1,"RRH155",54,607271242,"9.3.1"
4,1,10,0,48,-1,"RRH156",54,607271242,"9.3.1"
4,1,10,0,48,-1,"RRH157",54,607271242,"9.3.1"
18,1,10,0,48,-1,"RRH158",54,607271242,"9.3.1"
8,1,10,0,48,-1,"RRH159",54,607271242,"9.3.1"
22,1,10,0,48,-1,"RRH160",54,607271242,"9.3.1"
18,1,10,0,48,-1,"RRH161",54,607271242,"9.3.1"
1,1,10,0,48,-1,"RRH169",54,607271242,"9.3.1"
3,1,10,0,48,-1,"RRH170",54,607271242,"9.3.1"
17,1,10,0,48,-1,"TRN104",54,607271242,"9.3.1"
4,1,10,0,48,-1,"TRN118",54,607271242,"9.3.1"
2,1,10,0,48,-1,"TRN146",54,607271242,"9.3.1"
15,1,10,1,0,-1,"HAV137",54,607271242,"9.3.1"
358,1,10,1,0,-1,"NBN105",54,607271242,"9.3.1"
24,1,10,1,0,-1,"NXS102",54,607271242,"9.3.1"
25,1,10,1,0,-1,"NXS103",54,607271242,"9.3.1"
364,1,10,1,0,-1,"NXS106",54,607271242,"9.3.1"
51,1,10,1,0,-1,"NXS107",54,607271242,"9.3.1"
110,1,10,1,0,-1,"NXS108",54,607271242,"9.3.1"
100,1,10,1,0,-1,"NXS109",54,607271242,"9.3.1"
91,1,10,1,0,-1,"NXS110",54,607271242,"9.3.1"
53,1,10,1,0,-1,"NXS111",54,607271242,"9.3.1"
68,1,10,1,0,-1,"NXS112",54,607271242,"9.3.1"
563,1,10,1,0,-1,"NXS113",54,607271242,"9.3.1"
113,1,10,1,0,-1,"NXS114",54,607271242,"9.3.1"
201,1,10,1,0,-1,"NXS116",54,607271242,"9.3.1"
151,1,10,1,0,-1,"NXS127",54,607271242,"9.3.1"
93,1,10,1,0,-1,"NXS129",54,607271242,"9.3.1"
87,1,10,1,0,-1,"NXS135",54,607271242,"9.3.1"
60,1,10,1,0,-1,"NXS138",54,607271242,"9.3.1"
193,1,10,1,0,-1,"NXS147",54,607271242,"9.3.1"
34,1,10,1,0,-1,"NXS151",54,607271242,"9.3.1"
53,1,10,1,0,-1,"PSH119",54,607271242,"9.3.1"
16,1,10,1,0,-1,"PSH120",54,607271242,"9.3.1"
24,1,10,1,0,-1,"PSH148",54,607271242,"9.3.1"
51,1,10,1,0,-1,"PSH164",54,607271242,"9.3.1"
8,1,10,1,0,-1,"PSH165",54,607271242,"9.3.1"
74,1,10,1,0,-1,"PSH180",54,607271242,"9.3.1"
17,1,10,1,0,-1,"RRH121",54,607271242,"9.3.1"
12,1,10,1,0,-1,"RRH122",54,607271242,"9.3.1"
70,1,10,1,0,-1,"RRH123",54,607271242,"9.3.1"
25,1,10,1,0,-1,"RRH124",54,607271242,"9.3.1"
22,1,10,1,0,-1,"RRH126",54,607271242,"9.3.1"
18,1,10,1,0,-1,"RRH131",54,607271242,"9.3.1"
125,1,10,1,0,-1,"RRH132",54,607271242,"9.3.1"
22,1,10,1,0,-1,"RRH133",54,607271242,"9.3.1"
32,1,10,1,0,-1,"RRH140",54,607271242,"9.3.1"
8,1,10,1,0,-1,"RRH141",54,607271242,"9.3.1"
16,1,10,1,0,-1,"RRH143",54,607271242,"9.3.1"
12,1,10,1,0,-1,"RRH149",54,607271242,"9.3.1"
20,1,10,1,0,-1,"RRH153",54,607271242,"9.3.1"
16,1,10,1,0,-1,"RRH154",54,607271242,"9.3.1"
11,1,10,1,0,-1,"RRH155",54,607271242,"9.3.1"
14,1,10,1,0,-1,"RRH156",54,607271242,"9.3.1"
17,1,10,1,0,-1,"RRH157",54,607271242,"9.3.1"
61,1,10,1,0,-1,"RRH158",54,607271242,"9.3.1"
25,1,10,1,0,-1,"RRH159",54,607271242,"9.3.1"
41,1,10,1,0,-1,"RRH160",54,607271242,"9.3.1"
71,1,10,1,0,-1,"RRH161",54,607271242,"9.3.1"
5,1,10,1,0,-1,"RRH169",54,607271242,"9.3.1"
6,1,10,1,0,-1,"RRH170",54,607271242,"9.3.1"
68,1,10,1,0,-1,"TRN104",54,607271242,"9.3.1"
2,1,10,1,0,-1,"TRN117",54,607271242,"9.3.1"
29,1,10,1,0,-1,"TRN118",54,607271242,"9.3.1"
16,1,10,1,0,-1,"TRN146",54,607271242,"9.3.1"
7,1,10,1,10,-1,"NBN105",54,607271242,"9.3.1"
1,1,10,1,10,-1,"NXS102",54,607271242,"9.3.1"
2,1,10,1,10,-1,"NXS103",54,607271242,"9.3.1"
20,1,10,1,10,-1,"NXS106",54,607271242,"9.3.1"
5,1,10,1,10,-1,"NXS107",54,607271242,"9.3.1"
6,1,10,1,10,-1,"NXS108",54,607271242,"9.3.1"
6,1,10,1,10,-1,"NXS109",54,607271242,"9.3.1"
5,1,10,1,10,-1,"NXS110",54,607271242,"9.3.1"
5,1,10,1,10,-1,"NXS111",54,607271242,"9.3.1"
7,1,10,1,10,-1,"NXS112",54,607271242,"9.3.1"
15,1,10,1,10,-1,"NXS113",54,607271242,"9.3.1"
5,1,10,1,10,-1,"NXS114",54,607271242,"9.3.1"
21,1,10,1,10,-1,"NXS116",54,607271242,"9.3.1"
4,1,10,1,10,-1,"NXS127",54,607271242,"9.3.1"
6,1,10,1,10,-1,"NXS129",54,607271242,"9.3.1"
4,1,10,1,10,-1,"NXS135",54,607271242,"9.3.1"
3,1,10,1,10,-1,"NXS138",54,607271242,"9.3.1"
6,1,10,1,10,-1,"NXS147",54,607271242,"9.3.1"
