HoHID,HHType,QualifyingExitHHID,LastInactive,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID,Step
"C31377",1,"NBN10519009HH1",2025-03-27,-1,1,2,99,-1,0,0,0,0,3,18,0,0,1,608011156,"7.12.3"
"C31383",1,"NXS10618758HH1",2025-03-03,-1,1,2,99,-1,0,0,0,1,98,18,0,0,1,608011156,"7.12.3"
"C31386",1,"NXS10618789HH1",2025-03-07,-1,1,2,99,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.3"
"C31392",1,"RRH15818879HH1",2025-03-15,-1,1,7,98,-1,0,4,0,0,5,25,0,0,4,608011156,"7.12.3"
"C31398",99,"NXS15118794HH1",2025-03-07,-1,1,2,313,-1,0,9,1,0,6,-1,0,0,1,608011156,"7.12.3"
"C31401",1,"NXS15118777HH1",2025-03-06,-1,1,2,410,-1,0,9,0,0,3,25,0,0,1,608011156,"7.12.3"
"C31407",1,"RRH15818877HH2",2025-03-15,-1,1,5,99,-1,0,0,0,0,7,24,0,0,4,608011156,"7.12.3"
"C31413",1,"TRN10419675HH1",2025-05-17,-1,1,3,99,-1,0,0,1,0,3,25,0,0,2,608011156,"7.12.3"
"C31416",1,"RRH13219048HH1",2025-03-29,-1,1,7,207,-1,0,0,0,0,3,25,0,0,4,608011156,"7.12.3"
"C31425",2,"RRH12119678HH4",2025-05-17,-1,1,7,99,-1,0,0,0,0,5,25,1,1,4,608011156,"7.12.3"
"C31440",1,"NXS13818822HH1",2025-03-09,-1,1,2,99,133,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31443",1,"NXS10918823HH1",2025-03-09,-1,1,2,423,306,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31446",1,"NXS10919228HH1",2025-04-13,-1,1,2,204,-1,0,0,1,0,5,18,0,0,1,608011156,"7.12.3"
"C31455",3,"TRN11718827HH1",2025-03-10,-1,1,3,215,-1,0,9,1,0,5,-1,0,0,2,608011156,"7.12.3"
"C31458",3,"TRN11718781HH1",2025-03-06,-1,1,3,215,-1,0,9,1,0,5,-1,0,0,2,608011156,"7.12.3"
"C31464",1,"NXS11318817HH1",2025-03-09,-1,1,2,313,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.3"
"C31467",1,"RRH15818875HH2",2025-03-15,-1,1,5,410,-1,0,9,1,0,5,25,0,0,4,608011156,"7.12.3"
"C31473",1,"RRH15821032HH1",2025-08-08,-1,1,5,431,-1,0,0,1,0,5,24,0,0,4,608011156,"7.12.3"
"C31479",1,"NXS11419080HH1",2025-04-02,-1,1,2,207,-1,0,0,1,0,1,25,0,0,1,608011156,"7.12.3"
"C31482",1,"RRH15818880HH2",2025-03-15,-1,1,5,410,-1,0,4,0,2,5,25,0,0,4,608011156,"7.12.3"
"C31488",2,"NXS10218840HH3",2025-03-12,-1,1,2,312,179,0,0,0,0,36,24,1,0,1,608011156,"7.12.3"
"C31497",1,"NXS11318844HH1",2025-03-13,-1,1,2,423,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C31500",1,"NXS11118785HH1",2025-03-06,-1,1,2,99,166,0,0,1,0,5,55,0,0,1,608011156,"7.12.3"
"C31515",1,"NXS11118776HH1",2025-03-06,-1,1,2,313,-1,0,0,0,0,5,18,0,0,1,608011156,"7.12.3"
"C31518",1,"NXS11118832HH2",2025-03-12,-1,1,2,313,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31524",1,"NXS10618845HH1",2025-03-13,-1,1,2,99,114,0,0,0,0,25,25,0,0,1,608011156,"7.12.3"
"C31527",1,"NXS10618846HH1",2025-03-13,-1,1,2,423,-1,0,0,0,0,5,18,0,0,1,608011156,"7.12.3"
"C31533",1,"NXS11319199HH1",2025-04-11,-1,5,2,313,178,0,1,1,0,3,25,0,0,1,608011156,"7.12.3"
"C31539",1,"NXS13819258HH1",2025-04-16,-1,1,2,98,423,0,0,1,0,3,25,0,0,1,608011156,"7.12.3"
"C31542",1,"NXS10919256HH1",2025-04-16,-1,1,2,116,151,0,0,1,0,3,55,0,0,1,608011156,"7.12.3"
"C31545",1,"NXS13518866HH1",2025-03-15,-1,1,2,99,-1,0,1,1,0,5,55,0,0,1,608011156,"7.12.3"
"C31551",1,"NXS10618826HH1",2025-03-10,-1,1,2,116,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31560",1,"TRN10418882HH1",2025-03-15,-1,1,3,99,171,0,1,1,0,5,25,0,0,2,608011156,"7.12.3"
"C31563",1,"RRH15818926HH1",2025-03-20,-1,1,7,98,-1,0,0,1,2,5,25,0,0,4,608011156,"7.12.3"
"C31566",1,"NBN10518873HH1",2025-03-18,-1,1,2,99,-1,0,0,0,0,35,25,0,0,1,608011156,"7.12.3"
"C31575",1,"NXS11318917HH1",2025-03-19,-1,1,2,313,141,0,0,0,0,5,55,0,0,1,608011156,"7.12.3"
"C31581",1,"RRH15415397HH1",2024-05-03,-1,1,5,410,-1,0,0,0,0,3,25,0,0,4,608011156,"7.12.3"
"C31590",2,"NXS11118852HH4",2025-03-13,-1,1,2,410,-1,0,0,0,0,56,25,1,1,1,608011156,"7.12.3"
"C31602",1,"NXS11318930HH1",2025-03-20,-1,1,2,422,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C31605",1,"NXS11419054HH1",2025-03-30,-1,1,2,440,-1,0,4,0,0,45,24,0,0,1,608011156,"7.12.3"
"C31611",1,"NXS11118884HH1",2025-03-16,-1,1,2,422,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31614",1,"TRN10418927HH1",2025-03-20,-1,1,3,312,-1,0,0,1,0,5,25,0,0,2,608011156,"7.12.3"
"C31638",2,"NXS10218937HH2",2025-03-20,-1,1,2,423,-1,0,0,1,2,5,18,1,0,1,608011156,"7.12.3"
"C31644",2,"NXS10218949HH2",2025-03-21,-1,1,2,312,-1,0,0,0,0,56,25,1,0,1,608011156,"7.12.3"
"C31653",1,"TRN10418939HH1",2025-03-20,-1,1,3,313,-1,0,0,1,1,5,25,0,0,2,608011156,"7.12.3"
"C31656",1,"NXS11418954HH1",2025-03-21,-1,1,2,302,-1,1,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31659",2,"NXS10218972HH4",2025-03-22,-1,1,2,440,-1,0,0,0,0,136,25,1,0,1,608011156,"7.12.3"
"C31665",1,"RRH12418979HH1",2025-03-23,-1,1,7,420,136,1,0,1,0,5,55,0,0,4,608011156,"7.12.3"
"C31668",1,"NXS11118905HH1",2025-03-18,-1,1,2,98,-1,0,0,0,1,5,25,0,0,1,608011156,"7.12.3"
"C31671",2,"NXS10218981HH4",2025-03-23,-1,1,2,312,-1,0,0,0,1,5,25,1,1,1,608011156,"7.12.3"
"C31683",1,"NXS10618971HH1",2025-03-22,-1,1,2,116,122,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C31689",1,"NBN10519005HH1",2025-03-27,-1,1,2,99,-1,0,0,0,0,35,18,0,0,1,608011156,"7.12.3"
"C31695",1,"NXS11118988HH1",2025-03-23,-1,1,2,99,37,0,0,1,2,5,25,0,0,1,608011156,"7.12.3"
"C31707",2,"NXS11018997HH6",2025-03-24,-1,1,2,312,-1,0,0,0,0,3,25,1,1,1,608011156,"7.12.3"
"C31725",1,"NXS10619036HH1",2025-03-22,-1,5,2,99,333,0,0,0,1,5,25,0,0,1,608011156,"7.12.3"
"C31740",1,"NXS11419013HH1",2025-03-26,-1,1,2,423,-1,0,0,1,0,5,18,0,0,1,608011156,"7.12.3"
"C31743",1,"NXS11218856HH1",2025-03-13,-1,1,2,410,-1,0,0,0,0,25,55,0,0,1,608011156,"7.12.3"
"C31746",1,"NBN10519028HH1",2025-04-02,-1,1,2,99,-1,0,0,0,0,5,55,0,0,1,608011156,"7.12.3"
"C31752",1,"RRH12419019HH1",2025-03-27,-1,1,5,423,-1,1,0,1,0,5,55,0,0,4,608011156,"7.12.3"
"C31755",1,"NXS11119037HH1",2025-03-28,-1,1,2,99,111,0,0,0,0,3,18,0,0,1,608011156,"7.12.3"
"C31758",1,"NXS11320029HH1",2025-06-11,-1,1,2,312,-1,0,0,0,1,5,25,0,0,1,608011156,"7.12.3"
"C31767",3,"NXS10620135HH1",2025-06-19,-1,1,2,329,-1,0,0,0,0,5,-1,0,0,1,608011156,"7.12.3"
"C31770",1,"NXS10620687HH1",2025-07-21,-1,4,2,204,-1,0,0,0,1,3,25,0,0,1,608011156,"7.12.3"
"C31773",1,"NXS10619041HH1",2025-03-28,-1,1,2,101,-1,0,0,0,0,5,24,0,0,1,608011156,"7.12.3"
"C31776",1,"RSO15219798HH1",2025-04-19,-1,5,9,433,102,0,0,1,2,56,25,0,0,1,608011156,"7.12.3"
"C31779",1,"NXS15119014HH1",2025-03-26,-1,1,2,313,-1,0,9,1,2,5,25,0,0,1,608011156,"7.12.3"
"C31782",1,"NXS10619033HH1",2025-03-28,-1,1,2,313,105,0,0,1,1,136,18,0,0,1,608011156,"7.12.3"
"C31785",1,"NXS10619022HH1",2025-03-27,-1,1,2,99,-1,0,0,0,2,5,24,0,0,1,608011156,"7.12.3"
"C31803",1,"NXS10619055HH1",2025-03-30,-1,1,2,314,-1,0,0,1,1,3,25,0,0,1,608011156,"7.12.3"
"C31806",1,"NXS10619070HH1",2025-04-01,-1,1,2,422,-1,0,1,1,1,1,25,0,0,1,608011156,"7.12.3"
"C31809",1,"NXS12919188HH1",2025-04-10,-1,1,2,99,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.3"
"C31812",1,"NXS11319093HH1",2025-04-03,-1,1,2,423,-1,1,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C31815",1,"NXS12918923HH1",2025-03-19,-1,1,2,99,-1,0,0,1,0,146,18,0,0,1,608011156,"7.12.3"
"C31824",2,"NXS10219056HH3",2025-03-30,-1,1,2,99,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.3"
"C31830",1,"NXS11119321HH1",2025-04-19,-1,1,2,434,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.3"
"C31839",1,"NBN10519091HH1",2025-04-03,-1,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C31842",2,"NXS10219273HH4",2025-04-17,-1,1,2,314,-1,0,0,0,1,156,25,1,1,1,608011156,"7.12.3"
"C31854",2,"NXS10219085HH2",2025-04-03,-1,1,2,99,-1,0,0,0,0,3,18,1,0,1,608011156,"7.12.3"
"C31860",1,"NXS11019087HH1",2025-04-03,-1,1,2,422,-1,0,0,0,0,167,18,0,0,1,608011156,"7.12.3"
"C31866",1,"NXS11118894HH1",2025-03-16,-1,1,2,422,-1,0,1,1,0,3,55,0,0,1,608011156,"7.12.3"
"C31872",1,"NXS10619082HH1",2025-04-02,-1,1,2,313,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31875",1,"NXS11618918HH1",2025-03-19,-1,1,2,313,-1,0,0,0,0,56,18,0,0,1,608011156,"7.12.3"
"C31887",1,"RRH15819177HH2",2025-04-10,-1,1,5,410,-1,0,0,0,1,5,25,1,0,4,608011156,"7.12.3"
"C31893",1,"NXS15119047HH1",2025-03-29,-1,1,2,313,-1,0,9,0,0,5,25,0,0,1,608011156,"7.12.3"
"C31902",1,"NXS11319116HH1",2025-04-05,-1,1,2,423,-1,0,1,1,0,5,55,0,0,1,608011156,"7.12.3"
"C31905",1,"RRH15619162HH1",2025-04-09,-1,1,7,207,-1,0,9,1,0,5,25,0,0,4,608011156,"7.12.3"
"C31911",1,"NBN10519251HH1",2025-04-20,-1,1,2,99,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.3"
"C31914",1,"NXS11221657HH1",2025-09-06,-1,1,2,313,-1,0,1,1,2,5,25,0,0,1,608011156,"7.12.3"
"C31923",1,"NBN10519138HH1",2025-04-08,-1,1,2,99,17,0,0,0,0,246,25,0,0,1,608011156,"7.12.3"
"C31926",2,"NBN10519303HH6",2025-04-19,-1,1,2,99,-1,0,0,1,0,5,25,1,1,1,608011156,"7.12.3"
"C31932",1,"NBN10519141HH1",2025-04-07,-1,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C31935",2,"NXS11019148HH2",2025-04-08,-1,1,2,422,-1,0,0,0,2,5,18,1,0,1,608011156,"7.12.3"
"C31941",1,"NXS15119125HH1",2025-04-06,-1,1,2,116,96,0,9,0,0,5,55,0,0,1,608011156,"7.12.3"
"C31944",1,"NXS12918709HH1",2025-02-27,-1,1,2,99,-1,0,0,0,0,256,25,0,0,1,608011156,"7.12.3"
"C31947",1,"NXS11319565HH1",2025-05-10,-1,1,2,116,-1,0,1,1,0,5,55,0,0,1,608011156,"7.12.3"
"C31956",1,"NXS11419159HH1",2025-04-09,-1,1,2,101,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C31959",1,"NXS10219126HH2",2025-04-06,-1,1,2,312,101,0,0,1,0,267,24,0,0,1,608011156,"7.12.3"
"C31965",1,"NBN10519387HH1",2025-05-01,-1,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C31974",1,"NXS15119119HH1",2025-04-05,-1,1,2,312,-1,0,0,1,0,5,18,0,0,1,608011156,"7.12.3"
"C31983",1,"NXS15119143HH1",2025-04-07,-1,1,2,312,367,0,0,1,0,5,24,0,0,1,608011156,"7.12.3"
"C31992",1,"NXS10619179HH1",2025-04-10,-1,1,2,423,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C31995",1,"NXS11619144HH1",2025-04-07,-1,1,2,99,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C32010",1,"NBN10519200HH1",2025-04-11,-1,1,2,99,207,0,4,0,0,5,55,0,0,1,608011156,"7.12.3"
"C32016",1,"NXS11319215HH1",2025-04-12,-1,1,2,312,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C32022",1,"RRH12219212HH1",2025-04-12,-1,1,5,433,-1,1,9,1,0,5,55,0,0,4,608011156,"7.12.3"
"C32025",1,"NXS10619240HH1",2025-04-10,-1,5,2,206,54,0,0,0,2,5,25,0,0,1,608011156,"7.12.3"
"C32028",2,"NXS11119192HH2",2025-04-10,-1,1,2,99,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.3"
"C32034",1,"NXS13519230HH1",2025-04-13,-1,1,2,411,-1,0,0,1,0,367,25,0,0,1,608011156,"7.12.3"
"C32037",1,"NXS11618963HH1",2025-03-22,-1,1,2,98,-1,1,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32049",1,"NBN10519521HH1",2025-05-08,-1,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32052",1,"NXS13516571HH1",2024-09-15,-1,1,2,99,-1,0,4,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32055",1,"NXS10619142HH1",2025-04-07,-1,1,2,410,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32061",2,"RRH15519637HH3",2025-05-15,-1,1,5,410,-1,0,0,1,0,5,24,1,0,4,608011156,"7.12.3"
"C32070",1,"NXS10619233HH1",2025-04-13,-1,1,2,99,-1,0,0,0,2,5,55,0,0,1,608011156,"7.12.3"
"C32079",1,"NXS13819262HH1",2025-04-16,-1,1,2,312,-1,0,0,1,0,467,25,0,0,1,608011156,"7.12.3"
"C32082",1,"RRH12319310HH1",2025-04-18,-1,1,7,24,-1,1,9,1,0,5,55,0,0,4,608011156,"7.12.3"
"C32085",2,"NXS10219263HH2",2025-04-16,-1,1,2,99,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.3"
"C32091",2,"NXS10219189HH3",2025-04-10,-1,1,2,98,-1,0,0,1,1,3,25,1,0,1,608011156,"7.12.3"
"C32100",1,"NXS10919129HH1",2025-04-06,-1,1,2,98,219,0,0,0,0,1,25,0,0,1,608011156,"7.12.3"
"C32103",1,"RSO15219453HH1",2025-05-01,-1,1,9,410,-1,0,0,0,0,5,55,0,0,12,608011156,"7.12.3"
"C32106",1,"NXS11118924HH1",2025-03-20,-1,1,2,207,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.3"
"C32118",1,"NXS11119044HH2",2025-03-28,-1,1,2,410,158,0,0,1,2,5,25,0,0,1,608011156,"7.12.3"
"C32124",1,"NXS11619244HH1",2025-04-15,-1,1,2,98,245,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32136",1,"NBN10519903HH1",2025-06-03,-1,5,2,99,26,0,0,1,0,3,25,0,0,1,608011156,"7.12.3"
"C32139",1,"NXS10719109HH1",2025-04-04,-1,1,2,98,-1,0,0,1,2,4,25,0,0,1,608011156,"7.12.3"
"C32142",1,"NXS10619277HH1",2025-04-17,-1,1,2,204,-1,0,1,1,2,3,55,0,0,1,608011156,"7.12.3"
"C32145",1,"NBN10519311HH1",2025-04-20,-1,1,2,99,-1,1,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32151",1,"NXS11319301HH1",2025-04-18,-1,1,2,313,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32157",1,"NXS11319302HH1",2025-04-18,-1,1,2,205,110,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32160",1,"NXS11120856HH1",2025-07-31,-1,4,2,313,-1,0,0,1,2,5,55,0,0,1,608011156,"7.12.3"
"C32166",1,"NXS11019315HH1",2025-04-19,-1,1,2,98,-1,0,0,0,0,6,55,0,0,1,608011156,"7.12.3"
"C32169",1,"RRH15419333HH1",2025-04-20,-1,1,7,99,-1,0,0,1,0,3,18,0,0,4,608011156,"7.12.3"
"C32175",3,"TRN11719223HH1",2025-04-12,-1,1,3,422,96,0,0,1,0,3,-1,0,0,2,608011156,"7.12.3"
"C32178",1,"NXS11019342HH1",2025-04-22,-1,1,2,422,-1,0,0,1,2,7,55,0,0,1,608011156,"7.12.3"
"C32184",1,"NXS11319341HH1",2025-04-22,-1,1,2,423,-1,0,0,1,1,5,55,0,0,1,608011156,"7.12.3"
"C32190",1,"NXS11319313HH1",2025-04-18,-1,1,2,410,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.3"
"C32196",2,"RRH15819510HH4",2025-05-07,-1,1,5,411,-1,0,0,0,0,13,25,1,1,4,608011156,"7.12.3"
"C32208",1,"NBN10519578HH1",2025-05-11,-1,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32211",1,"RRH14020579HH2",2025-04-23,-1,5,5,434,-1,1,1,1,0,35,25,0,0,5,608011156,"7.12.3"
"C32214",1,"NXS11319347HH1",2025-04-23,-1,1,2,420,-1,0,1,1,0,56,25,0,0,1,608011156,"7.12.3"
"C32217",1,"RRH15819820HH1",2025-05-28,-1,1,5,410,-1,0,0,1,0,5,25,0,0,4,608011156,"7.12.3"
"C32223",1,"RRH15819449HH1",2025-05-01,-1,1,7,98,-1,0,0,0,0,5,18,0,0,4,608011156,"7.12.3"
"C32226",1,"NXS11119338HH1",2025-04-21,-1,1,2,410,173,0,0,1,2,16,25,0,0,1,608011156,"7.12.3"
"C32229",99,"NXS13516870HH1",2024-10-10,-1,1,2,99,-1,0,0,0,0,98,-1,0,0,1,608011156,"7.12.3"
"C32232",1,"NXS10819351HH1",2025-04-23,-1,1,2,206,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32238",1,"NXS10819229HH1",2025-04-13,-1,1,2,410,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C32241",2,"RRH15819448HH6",2025-05-01,-1,1,5,431,-1,0,9,1,2,56,25,1,0,4,608011156,"7.12.3"
"C32277",1,"RRH12419493HH1",2025-04-24,-1,5,7,410,-1,1,1,1,0,5,25,0,0,5,608011156,"7.12.3"
"C32286",1,"NXS15119360HH1",2025-04-24,-1,1,2,410,-1,0,0,1,0,25,25,0,0,1,608011156,"7.12.3"
"C32295",1,"TRN10419395HH1",2025-04-26,-1,1,3,422,-1,0,0,1,2,5,25,0,0,2,608011156,"7.12.3"
"C32301",2,"NXS10219396HH4",2025-04-26,-1,1,2,99,338,0,0,0,2,3,25,1,1,1,608011156,"7.12.3"
"C32313",1,"NBN10519421HH1",2025-04-27,-1,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32331",1,"NXS11319419HH1",2025-04-27,-1,1,2,313,-1,0,0,0,0,35,25,0,0,1,608011156,"7.12.3"
"C32334",1,"NBN10519502HH1",2025-05-09,-1,5,2,99,96,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32334",2,"NBN10521715HH4",2025-09-02,-1,5,2,99,-1,0,0,1,2,3,25,1,0,1,608011156,"7.12.3"
"C32352",1,"NXS13520502HH1",2025-07-10,-1,1,2,411,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32355",1,"NBN10520315HH1",2025-06-12,-1,5,2,116,144,0,0,0,0,56,25,0,0,1,608011156,"7.12.3"
"C32358",1,"NXS10619418HH1",2025-04-27,-1,1,2,98,-1,0,4,0,0,5,55,0,0,1,608011156,"7.12.3"
"C32361",1,"NXS11320235HH1",2025-04-30,-1,5,2,313,94,0,1,1,1,5,25,0,0,1,608011156,"7.12.3"
"C32364",1,"NXS11619174HH1",2025-04-09,-1,1,2,411,401,0,0,1,0,37,25,0,0,1,608011156,"7.12.3"
"C32385",1,"NXS11319469HH1",2025-05-01,-1,1,2,410,119,1,0,0,0,3,55,0,0,1,608011156,"7.12.3"
"C32388",1,"NXS11119224HH1",2025-04-12,-1,1,2,99,135,0,1,1,1,5,25,0,0,1,608011156,"7.12.3"
"C32391",2,"NXS10319479HH4",2025-05-02,-1,1,2,423,-1,0,0,0,2,46,25,1,0,1,608011156,"7.12.3"
"C32403",1,"NBN10519498HH1",2025-05-07,-1,1,2,99,205,1,0,0,0,5,55,0,0,1,608011156,"7.12.3"
"C32421",1,"NXS10920956HH1",2025-08-04,-1,4,2,410,164,0,0,0,0,56,25,0,0,1,608011156,"7.12.3"
"C32424",1,"RRH15819515HH1",2025-05-08,-1,1,5,431,-1,0,0,1,2,5,25,0,0,4,608011156,"7.12.3"
"C32427",1,"NXS11319473HH1",2025-05-02,-1,1,2,101,-1,0,0,0,0,98,25,0,0,1,608011156,"7.12.3"
"C32436",1,"NXS11619620HH2",2025-05-14,-1,1,2,302,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32442",1,"NXS10719503HH1",2025-05-06,-1,1,2,98,-1,0,9,0,0,5,18,0,0,1,608011156,"7.12.3"
"C32448",1,"NXS11319494HH1",2025-05-04,-1,1,2,313,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32454",1,"NXS11319504HH1",2025-05-06,-1,1,2,312,74,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32457",1,"RRH15819562HH1",2025-05-10,-1,1,5,410,-1,0,0,0,0,5,25,0,0,4,608011156,"7.12.3"
"C32463",1,"NXS11019509HH1",2025-05-07,-1,1,2,312,-1,0,0,1,0,3,55,0,0,1,608011156,"7.12.3"
"C32469",3,"TRN11719518HH1",2025-05-08,-1,1,3,422,102,0,0,1,0,5,-1,0,0,2,608011156,"7.12.3"
"C32472",1,"NXS13519519HH1",2025-05-08,-1,1,2,302,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.3"
"C32481",1,"NXS13519771HH1",2025-05-24,-1,1,2,312,163,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C32490",1,"NBN10519786HH1",2025-05-25,-1,1,2,99,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.3"
"C32493",1,"NXS10619851HH1",2025-05-30,-1,1,2,313,-1,0,4,0,2,3,18,0,0,1,608011156,"7.12.3"
"C32505",1,"RSO15219561HH1",2025-04-20,-1,5,9,422,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C32508",2,"RRH12119865HH3",2025-05-31,-1,1,5,329,-1,0,0,0,2,5,25,1,0,4,608011156,"7.12.3"
"C32529",1,"NBN10519723HH1",2025-05-25,-1,1,2,99,131,0,0,0,0,5,25,0,0,1,608011156,"7.12.3"
"C32544",1,"NXS11319507HH1",2025-05-07,-1,1,2,313,159,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32547",1,"NXS11319564HH1",2025-05-10,-1,1,2,313,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.3"
"C32550",3,"NXS11319897HH1",2025-06-01,-1,1,2,101,-1,0,0,0,0,5,-1,0,0,1,608011156,"7.12.3"
"C32556",1,"NXS11319550HH1",2025-05-09,-1,1,2,312,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32577",2,"NXS11419610HH3",2025-05-11,-1,1,2,423,207,0,0,0,1,137,25,1,0,1,608011156,"7.12.3"
"C32586",1,"NXS11021374HH1",2025-08-25,-1,1,2,98,280,0,0,0,0,3,24,0,0,1,608011156,"7.12.3"
"C32589",2,"NXS10219596HH3",2025-05-11,-1,1,2,313,174,0,0,0,0,5,25,1,0,1,608011156,"7.12.3"
"C32601",2,"NXS15119599HH5",2025-05-11,-1,1,2,410,-1,0,0,0,0,5,25,1,1,1,608011156,"7.12.3"
"C32622",3,"TRN11719634HH1",2025-05-14,-1,1,3,422,-1,0,0,1,0,5,-1,0,0,2,608011156,"7.12.3"
"C32625",2,"NXS10219630HH3",2025-05-14,-1,1,2,98,-1,0,0,0,0,156,18,1,0,1,608011156,"7.12.3"
"C32634",1,"NXS11321064HH1",2025-04-30,-1,5,2,207,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.3"
"C32637",1,"NXS11119446HH1",2025-04-30,-1,1,2,423,-1,0,0,0,2,35,25,0,0,1,608011156,"7.12.3"
"C32640",1,"RSO15219875HH1",2025-05-14,-1,5,10,98,-1,0,0,0,0,157,25,0,0,1,608011156,"7.12.3"
"C32652",2,"NXS10219604HH4",2025-05-11,-1,1,2,410,-1,0,0,0,1,5,25,1,1,1,608011156,"7.12.3"
"C32694",2,"NXS11019594HH2",2025-05-11,-1,1,2,116,-1,0,0,1,2,5,25,1,0,1,608011156,"7.12.3"
"C32703",1,"NBN10519718HH1",2025-05-18,-1,5,2,99,139,0,0,0,0,237,18,0,0,1,608011156,"7.12.3"
"C32709",1,"NXS11320681HH1",2025-07-20,-1,5,2,313,51,0,0,1,2,36,18,0,0,1,608011156,"7.12.3"
"C32712",1,"TRN10419654HH1",2025-05-15,-1,1,3,422,-1,0,0,1,0,5,25,0,0,2,608011156,"7.12.3"
"C32715",1,"NXS11319673HH1",2025-05-16,-1,1,2,313,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.3"
"C32718",1,"NXS11019624HH1",2025-05-14,-1,1,2,116,-1,0,0,0,0,5,18,0,0,1,608011156,"7.12.3"
"C32736",1,"NXS10919682HH1",2025-05-17,-1,1,2,313,20,0,1,1,0,246,18,0,0,1,608011156,"7.12.3"
"C32739",1,"RRH12419685HH1",2025-05-17,-1,1,7,434,-1,1,0,1,0,5,55,0,0,4,608011156,"7.12.3"
"C32742",1,"NXS13519369HH1",2025-04-25,-1,1,2,205,254,0,1,1,2,3,25,0,0,1,608011156,"7.12.3"
"C32748",1,"RRH15820779HH2",2025-07-26,-1,1,5,431,-1,0,4,0,1,247,25,0,0,4,608011156,"7.12.3"
"C32754",1,"NXS11119534HH1",2025-05-08,-1,1,2,431,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.3"
"C32757",2,"NXS11119535HH6",2025-05-08,-1,1,2,312,-1,0,0,1,0,5,25,1,1,1,608011156,"7.12.3"
