PersonalID,episodeStart,episodeEnd,episodeDays,Step
"C25137",2024-03-29,2024-05-19,52,"7.7.2"
"C25140",2025-10-04,,,"7.7.2"
"C25164",2024-03-30,2024-04-16,18,"7.7.2"
"C25164",2024-04-16,2024-04-25,10,"7.7.2"
"C25164",2024-04-25,2024-05-03,9,"7.7.2"
"C25164",2024-05-03,,,"7.7.2"
"C25167",2024-03-29,2024-05-06,39,"7.7.2"
"C25179",2022-08-05,2024-04-01,606,"7.7.2"
"C25194",2024-02-28,2024-04-27,60,"7.7.2"
"C25206",2024-03-09,2024-04-15,38,"7.7.2"
"C25209",2024-04-03,2024-05-10,38,"7.7.2"
"C25215",2024-04-02,2024-04-14,13,"7.7.2"
"C25221",2024-03-24,2024-10-25,216,"7.7.2"
"C25224",2024-04-03,2024-04-21,19,"7.7.2"
"C25227",2024-04-05,2024-04-26,22,"7.7.2"
"C25236",2024-04-05,2024-04-26,22,"7.7.2"
"C25245",2024-04-07,2024-05-16,40,"7.7.2"
"C25248",2023-10-06,2024-04-19,197,"7.7.2"
"C25251",2024-03-17,2024-06-04,80,"7.7.2"
"C25251",2025-12-13,2026-01-07,26,"7.7.2"
"C25254",2023-10-12,2024-05-05,207,"7.7.2"
"C25257",2024-04-09,2024-04-18,10,"7.7.2"
"C25275",2024-04-09,2024-06-27,80,"7.7.2"
"C25278",2024-04-15,2024-06-01,48,"7.7.2"
"C25281",2024-04-15,2024-06-01,48,"7.7.2"
"C25287",2026-01-19,2026-02-04,17,"7.7.2"
"C25293",2025-06-01,2025-08-11,72,"7.7.2"
"C25299",2024-01-03,2024-05-03,122,"7.7.2"
"C25302",2024-07-15,2024-08-14,31,"7.7.2"
"C25302",2025-08-26,2025-09-23,29,"7.7.2"
"C25305",2024-04-10,2024-08-31,144,"7.7.2"
"C25305",2025-02-03,2025-05-29,116,"7.7.2"
"C25308",2024-04-09,2024-06-22,75,"7.7.2"
"C25311",2024-04-09,2024-04-24,16,"7.7.2"
"C25311",2025-10-11,2026-01-07,89,"7.7.2"
"C25314",2021-07-05,2025-02-23,1330,"7.7.2"
"C25323",2024-04-08,2024-04-27,20,"7.7.2"
"C25326",2024-04-08,2024-04-27,20,"7.7.2"
"C25332",2024-04-09,2024-04-27,19,"7.7.2"
"C25344",2024-03-31,2024-04-29,30,"7.7.2"
"C25344",2025-11-24,2026-01-17,55,"7.7.2"
"C25350",2024-04-10,2024-06-25,77,"7.7.2"
"C25353",2024-05-11,2024-08-18,100,"7.7.2"
"C25362",2024-04-13,2024-06-22,71,"7.7.2"
"C25365",2024-04-13,2024-05-30,48,"7.7.2"
"C25371",2024-09-13,2025-05-22,252,"7.7.2"
"C25374",2024-04-10,2024-05-21,42,"7.7.2"
"C25377",2024-03-19,2024-04-30,43,"7.7.2"
"C25386",2025-06-18,2025-07-29,42,"7.7.2"
"C25395",2024-04-13,2024-05-07,25,"7.7.2"
"C25395",2024-11-11,2025-01-08,59,"7.7.2"
"C25398",2024-04-15,2024-05-24,40,"7.7.2"
"C25398",2025-01-18,2025-02-25,39,"7.7.2"
"C25401",2024-04-09,2024-05-16,38,"7.7.2"
"C25401",2025-11-04,2025-12-03,30,"7.7.2"
"C25407",2024-04-15,2024-04-27,13,"7.7.2"
"C25428",2021-05-19,2024-05-17,1095,"7.7.2"
"C25431",2024-04-19,2024-05-01,13,"7.7.2"
"C25431",2024-11-16,2025-01-11,57,"7.7.2"
"C25431",2026-01-19,2026-02-10,23,"7.7.2"
"C25434",2024-04-19,2024-05-25,37,"7.7.2"
"C25434",2025-09-15,2025-12-09,86,"7.7.2"
"C25437",2024-04-16,2024-09-27,165,"7.7.2"
"C25440",2024-04-18,2024-04-30,13,"7.7.2"
"C25443",2024-04-11,2024-05-25,45,"7.7.2"
"C25449",2024-01-04,2024-05-25,143,"7.7.2"
"C25452",2024-01-04,2024-05-25,143,"7.7.2"
"C25461",2024-12-13,2025-01-31,50,"7.7.2"
"C25464",2024-04-15,2024-05-01,17,"7.7.2"
"C25467",2024-04-07,2024-04-24,18,"7.7.2"
"C25470",2024-03-21,2024-05-10,51,"7.7.2"
"C25476",2024-04-23,2024-05-09,17,"7.7.2"
"C25479",2024-04-14,2024-06-20,68,"7.7.2"
"C25482",2024-04-16,2024-06-01,47,"7.7.2"
"C25485",2024-04-16,2024-06-01,47,"7.7.2"
"C25488",2024-04-20,2024-05-04,15,"7.7.2"
"C25491",2024-03-16,2024-05-16,62,"7.7.2"
"C25494",2024-01-03,2024-10-21,293,"7.7.2"
"C25497",2024-04-20,2024-05-15,26,"7.7.2"
"C25500",2024-04-19,2024-05-07,19,"7.7.2"
"C25503",2024-04-22,2024-09-27,159,"7.7.2"
"C25503",2025-06-09,2025-08-07,60,"7.7.2"
"C25509",2024-04-22,2024-05-16,25,"7.7.2"
"C25515",2024-04-16,2024-06-01,47,"7.7.2"
"C25524",2024-04-22,2024-05-15,24,"7.7.2"
"C25539",2024-04-24,2024-05-18,25,"7.7.2"
"C25542",2024-04-23,2024-10-04,165,"7.7.2"
"C25545",2024-04-24,2024-04-26,3,"7.7.2"
"C25548",2024-04-17,2024-07-25,100,"7.7.2"
"C25551",2023-03-11,2024-07-03,481,"7.7.2"
"C25557",2022-02-15,2024-11-21,1011,"7.7.2"
"C25560",2024-04-25,2024-05-20,26,"7.7.2"
"C25563",2024-04-24,2024-07-08,76,"7.7.2"
"C25569",2024-04-05,2024-04-30,26,"7.7.2"
"C25569",2024-05-10,,,"7.7.2"
"C25572",2024-04-23,2024-05-12,20,"7.7.2"
"C25572",2024-10-16,2024-11-03,19,"7.7.2"
"C25575",2024-09-10,2025-06-23,287,"7.7.2"
"C25581",2024-04-21,2024-05-04,14,"7.7.2"
"C25581",2025-04-10,2025-04-22,13,"7.7.2"
"C25584",2024-04-26,2024-06-06,42,"7.7.2"
"C25587",2024-04-26,2024-06-06,42,"7.7.2"
"C25593",2025-09-15,2025-10-31,47,"7.7.2"
"C25599",2024-03-28,2024-08-09,135,"7.7.2"
"C25599",2025-01-14,2025-02-05,23,"7.7.2"
"C25602",2024-03-17,2024-05-21,66,"7.7.2"
"C25602",2025-04-13,2025-05-02,20,"7.7.2"
"C25605",2024-04-28,2024-05-18,21,"7.7.2"
"C25605",2024-06-08,2024-07-02,25,"7.7.2"
"C25611",2024-04-23,2024-04-30,8,"7.7.2"
"C25623",2024-04-28,2024-07-26,90,"7.7.2"
"C25626",2024-04-17,2024-07-25,100,"7.7.2"
"C25635",2024-04-30,2024-05-14,15,"7.7.2"
"C25644",2024-05-02,2024-05-03,2,"7.7.2"
"C25644",2024-12-01,2024-12-24,24,"7.7.2"
"C25650",2024-05-02,2024-05-14,13,"7.7.2"
"C25656",2024-04-29,2024-05-25,27,"7.7.2"
"C25668",2024-05-13,2024-06-04,23,"7.7.2"
"C25671",2025-07-21,2025-10-30,102,"7.7.2"
"C25674",2024-01-17,2025-03-23,432,"7.7.2"
"C25677",2024-01-17,2025-03-23,432,"7.7.2"
"C25680",2024-05-03,2024-05-23,21,"7.7.2"
"C25683",2024-05-03,2024-05-19,17,"7.7.2"
"C25683",2025-12-05,2025-12-22,18,"7.7.2"
"C25689",2024-01-20,2024-06-05,138,"7.7.2"
"C25692",2023-11-10,2024-06-27,231,"7.7.2"
"C25695",2024-01-18,2024-06-16,151,"7.7.2"
"C25698",2024-05-04,2024-05-17,14,"7.7.2"
"C25704",2024-02-01,2024-10-05,248,"7.7.2"
"C25707",2024-05-28,2024-06-10,14,"7.7.2"
"C25713",2024-05-04,2024-06-12,40,"7.7.2"
"C25716",2024-05-05,2024-05-21,17,"7.7.2"
"C25722",2024-05-31,2024-06-18,19,"7.7.2"
"C25725",2024-05-05,2024-06-13,40,"7.7.2"
"C25728",2024-04-15,2024-11-19,219,"7.7.2"
"C25731",2024-01-03,2024-06-04,154,"7.7.2"
"C25734",2024-05-04,2024-06-18,46,"7.7.2"
"C25734",2024-07-09,2024-10-14,98,"7.7.2"
"C25734",2025-07-05,2025-09-22,80,"7.7.2"
"C25734",2025-10-24,2025-11-17,25,"7.7.2"
"C25737",2024-05-03,2024-09-05,126,"7.7.2"
"C25743",2025-06-14,2025-06-16,3,"7.7.2"
"C25743",2025-06-27,2025-07-11,15,"7.7.2"
"C25743",2025-07-24,2025-08-13,21,"7.7.2"
"C25743",2025-08-03,2025-08-13,11,"7.7.2"
"C25743",2025-08-22,2025-09-12,22,"7.7.2"
"C25743",2025-09-20,,,"7.7.2"
"C25746",2024-01-03,2024-07-01,181,"7.7.2"
"C25746",2025-01-31,2025-03-23,52,"7.7.2"
"C25749",2024-05-06,2024-06-30,56,"7.7.2"
"C25752",2024-05-05,2025-02-18,290,"7.7.2"
"C25755",2024-05-08,2024-05-20,13,"7.7.2"
"C25758",2024-12-27,2025-01-26,31,"7.7.2"
"C25761",2024-05-06,2024-05-30,25,"7.7.2"
"C25764",2021-07-18,2024-07-16,1095,"7.7.2"
"C25767",2021-07-18,2024-07-16,1095,"7.7.2"
"C25773",2021-06-05,2025-04-28,1424,"7.7.2"
"C25776",2024-05-28,2024-07-17,51,"7.7.2"
"C25782",2024-01-04,2024-06-04,153,"7.7.2"
"C25794",2024-05-06,2024-05-26,21,"7.7.2"
"C25797",2023-11-04,2024-09-08,310,"7.7.2"
"C25812",2024-05-09,2024-05-28,20,"7.7.2"
"C25815",2025-09-18,2025-11-28,72,"7.7.2"
"C25818",2025-09-18,2025-11-28,72,"7.7.2"
"C25824",2024-05-07,2024-05-25,19,"7.7.2"
"C25827",2026-01-20,2026-02-05,17,"7.7.2"
"C25833",2024-09-16,2024-09-24,9,"7.7.2"
"C25833",2024-09-24,2024-10-09,16,"7.7.2"
"C25833",2024-10-09,,,"7.7.2"
"C25836",2025-07-18,2025-08-10,24,"7.7.2"
"C25842",2024-05-10,2024-10-22,166,"7.7.2"
"C25845",2024-05-14,2024-05-28,15,"7.7.2"
"C25848",2024-05-11,2024-06-04,25,"7.7.2"
"C25848",2024-10-07,2024-10-20,14,"7.7.2"
"C25851",2024-05-12,2024-05-27,16,"7.7.2"
"C25854",2024-05-15,2024-10-22,161,"7.7.2"
"C25857",2024-03-14,2024-10-22,223,"7.7.2"
"C25860",2024-04-19,2024-05-20,32,"7.7.2"
"C25863",2024-05-21,2024-07-05,46,"7.7.2"
"C25884",2024-05-17,2024-11-02,170,"7.7.2"
"C25887",2025-05-04,2025-10-20,170,"7.7.2"
"C25890",2024-05-18,2024-06-05,19,"7.7.2"
"C25893",2024-07-24,2024-08-08,16,"7.7.2"
"C25896",2024-05-19,2024-06-08,21,"7.7.2"
"C25896",2025-05-07,2025-08-08,94,"7.7.2"
"C25902",2023-12-06,2025-09-15,650,"7.7.2"
"C25905",2024-05-19,2024-05-31,13,"7.7.2"
"C25908",2024-03-05,2024-10-26,236,"7.7.2"
"C25914",2023-11-04,2024-05-25,204,"7.7.2"
"C25914",2025-07-24,2025-08-06,14,"7.7.2"
"C25917",2024-03-08,2024-05-31,85,"7.7.2"
"C25920",2025-12-18,2026-03-14,87,"7.7.2"
"C25923",2025-12-18,2026-03-14,87,"7.7.2"
"C25938",2025-05-04,2025-10-13,163,"7.7.2"
"C25944",2024-04-14,2024-10-26,196,"7.7.2"
"C25959",2024-05-23,2024-06-06,15,"7.7.2"
"C25965",2025-07-17,2025-08-14,29,"7.7.2"
"C25968",2024-05-24,2024-06-18,26,"7.7.2"
"C25971",2024-05-23,2024-06-16,25,"7.7.2"
"C25974",2024-05-24,2024-06-20,28,"7.7.2"
"C25980",2024-05-12,2024-10-17,159,"7.7.2"
"C25983",2024-05-15,2024-06-24,41,"7.7.2"
"C25986",2024-05-05,2024-06-16,43,"7.7.2"
"C25989",2024-04-05,2024-06-06,63,"7.7.2"
"C25992",2024-05-21,2024-10-05,138,"7.7.2"
"C26001",2024-05-25,2024-09-16,115,"7.7.2"
"C26001",2024-10-03,,,"7.7.2"
"C26004",2024-05-26,2024-09-12,110,"7.7.2"
"C26007",2024-01-25,2024-07-06,164,"7.7.2"
"C26022",2024-05-05,2024-09-21,140,"7.7.2"
"C26022",2025-12-01,2025-12-13,13,"7.7.2"
"C26025",2024-05-12,2024-06-27,47,"7.7.2"
"C26025",2026-01-17,2026-02-13,28,"7.7.2"
"C26037",2025-11-08,2026-02-10,95,"7.7.2"
"C26040",2024-05-05,2024-08-15,103,"7.7.2"
"C26052",2024-05-25,2024-06-29,36,"7.7.2"
"C26064",2024-05-26,2024-06-30,36,"7.7.2"
"C26067",2024-10-05,2024-11-04,31,"7.7.2"
"C26073",2024-11-18,2025-03-21,124,"7.7.2"
"C26076",2023-06-04,2024-06-23,386,"7.7.2"
"C26079",2024-05-27,2024-06-15,20,"7.7.2"
"C26082",2024-01-05,2025-02-02,395,"7.7.2"
"C26085",2024-05-27,2024-09-23,120,"7.7.2"
"C26088",2024-05-14,2024-08-17,96,"7.7.2"
"C26091",2024-05-14,2024-08-17,96,"7.7.2"
"C26106",2024-05-28,2024-07-03,37,"7.7.2"
"C26106",2025-01-20,2025-02-08,20,"7.7.2"
"C26112",2023-11-23,2024-07-03,224,"7.7.2"
"C26118",2024-05-31,2024-06-18,19,"7.7.2"
"C26121",2024-05-11,2024-07-04,55,"7.7.2"
"C26130",2023-11-10,2024-06-27,231,"7.7.2"
"C26133",2023-11-10,2024-06-27,231,"7.7.2"
"C26145",2025-06-06,2025-07-14,39,"7.7.2"
"C26148",2024-06-22,2024-11-23,155,"7.7.2"
"C26157",2024-06-01,2024-08-12,73,"7.7.2"
"C26160",2024-06-02,2024-11-19,171,"7.7.2"
"C26166",2024-05-05,2024-06-28,55,"7.7.2"
"C26169",2024-05-05,2024-06-28,55,"7.7.2"
"C26178",2024-06-26,2024-08-11,47,"7.7.2"
"C26181",2024-06-02,2024-07-03,32,"7.7.2"
"C26187",2024-06-24,2024-10-31,130,"7.7.2"
"C26190",2024-06-02,2024-06-15,14,"7.7.2"
"C26199",2024-07-04,2024-09-04,63,"7.7.2"
"C26208",2024-06-01,2026-01-15,594,"7.7.2"
"C26211",2024-08-14,2025-07-02,323,"7.7.2"
"C26220",2024-06-05,2024-06-20,16,"7.7.2"
"C26223",2024-02-03,2024-06-20,139,"7.7.2"
"C26226",2024-06-06,2024-06-26,21,"7.7.2"
"C26229",2024-01-03,2024-08-03,214,"7.7.2"
"C26244",2024-06-05,2024-07-03,29,"7.7.2"
"C26247",2024-06-05,2024-07-03,29,"7.7.2"
"C26250",2024-06-05,2024-07-03,29,"7.7.2"
"C26262",2024-05-09,2024-06-21,44,"7.7.2"
"C26262",2025-04-13,2025-04-30,18,"7.7.2"
"C26280",2024-04-05,2024-06-28,85,"7.7.2"
"C26283",2024-06-05,2024-06-20,16,"7.7.2"
"C26286",2024-01-03,2025-01-02,366,"7.7.2"
"C26289",2024-05-28,2024-07-12,46,"7.7.2"
"C26292",2024-06-10,2024-06-22,13,"7.7.2"
"C26295",2024-06-10,2024-06-27,18,"7.7.2"
"C26295",2025-08-28,2025-10-08,42,"7.7.2"
"C26301",2024-05-11,2024-07-06,57,"7.7.2"
"C26304",2024-05-24,2024-08-19,88,"7.7.2"
"C26319",2024-06-11,2024-08-06,57,"7.7.2"
"C26322",2024-06-12,2024-06-27,16,"7.7.2"
"C26328",2024-06-14,2024-07-03,20,"7.7.2"
"C26331",2025-09-27,2025-12-02,67,"7.7.2"
"C26337",2024-06-13,2024-08-03,52,"7.7.2"
"C26343",2024-06-13,2024-07-12,30,"7.7.2"
"C26346",2024-06-12,2024-07-02,21,"7.7.2"
"C26346",2025-01-27,2025-02-28,33,"7.7.2"
"C26364",2024-06-16,2024-07-04,19,"7.7.2"
"C26367",2025-10-15,2026-01-13,91,"7.7.2"
"C26370",2024-06-17,2024-07-06,20,"7.7.2"
"C26373",2025-09-07,2025-09-24,18,"7.7.2"
"C26376",2025-09-07,2025-09-24,18,"7.7.2"
"C26385",2024-10-11,2024-11-04,25,"7.7.2"
"C26388",2024-06-20,2024-08-08,50,"7.7.2"
"C26391",2024-05-05,2024-07-03,60,"7.7.2"
"C26394",2024-06-17,2024-08-03,48,"7.7.2"
"C26409",2024-05-14,2024-08-11,90,"7.7.2"
"C26409",2025-01-31,2025-02-15,16,"7.7.2"
"C26409",2025-07-24,2025-08-03,11,"7.7.2"
"C26412",2025-12-26,2026-01-31,37,"7.7.2"
"C26415",2025-01-20,2025-03-16,56,"7.7.2"
"C26421",2024-06-19,2024-07-03,15,"7.7.2"
"C26424",2024-04-26,2024-07-20,86,"7.7.2"
"C26433",2024-06-15,2025-08-12,424,"7.7.2"
"C26436",2024-06-03,2025-07-23,416,"7.7.2"
"C26442",2025-09-07,2025-12-15,100,"7.7.2"
"C26448",2024-06-24,2024-07-06,13,"7.7.2"
"C26454",2024-09-05,2024-10-31,57,"7.7.2"
"C26460",2024-09-27,2024-11-08,43,"7.7.2"
"C26475",2023-12-05,2024-12-04,366,"7.7.2"
"C26478",2024-06-21,2024-07-20,30,"7.7.2"
"C26478",2025-08-03,2025-08-15,13,"7.7.2"
"C26478",2025-10-15,2025-10-28,14,"7.7.2"
"C26481",2024-06-18,2024-07-02,15,"7.7.2"
"C26484",2024-07-21,2024-10-11,83,"7.7.2"
"C26490",2024-06-09,2024-07-12,34,"7.7.2"
"C26499",2024-06-05,2024-08-11,68,"7.7.2"
"C26505",2024-06-28,2024-07-10,13,"7.7.2"
"C26508",2025-05-28,2025-07-11,45,"7.7.2"
"C26514",2024-06-22,2024-08-02,42,"7.7.2"
"C26517",2024-06-21,2024-07-12,22,"7.7.2"
"C26520",2025-07-18,2025-09-12,57,"7.7.2"
"C26523",2025-07-18,2025-09-12,57,"7.7.2"
"C26541",2024-06-28,2024-09-13,78,"7.7.2"
"C26550",2024-06-14,2024-11-01,141,"7.7.2"
"C26556",2024-06-23,2024-09-06,76,"7.7.2"
"C26562",2024-06-28,2024-07-10,13,"7.7.2"
"C26562",2025-08-04,2025-10-01,59,"7.7.2"
"C26571",2024-06-29,2024-07-30,32,"7.7.2"
"C26574",2024-06-29,2024-08-06,39,"7.7.2"
"C26577",2024-02-04,2025-02-02,365,"7.7.2"
"C26583",2024-01-17,2025-11-21,675,"7.7.2"
"C26586",2023-05-05,2024-10-31,546,"7.7.2"
"C26592",2024-06-07,2024-08-08,63,"7.7.2"
"C26598",2024-06-30,2024-09-14,77,"7.7.2"
"C26610",2024-06-06,2024-08-03,59,"7.7.2"
"C26625",2024-06-29,2024-07-26,28,"7.7.2"
"C26631",2024-06-22,2024-07-18,27,"7.7.2"
"C26634",2024-06-28,2024-08-12,46,"7.7.2"
"C26646",2024-02-17,2024-08-13,179,"7.7.2"
"C26655",2024-07-02,2024-07-17,16,"7.7.2"
"C26664",2024-07-02,2024-08-20,50,"7.7.2"
"C26667",2024-06-02,2024-07-21,50,"7.7.2"
"C26667",2025-08-16,2025-09-03,19,"7.7.2"
"C26670",2024-06-02,2024-07-21,50,"7.7.2"
"C26673",2024-07-01,2024-09-10,72,"7.7.2"
"C26682",2024-07-01,2024-08-03,34,"7.7.2"
"C26694",2024-07-01,2024-08-11,42,"7.7.2"
"C26712",2025-05-31,2025-08-09,71,"7.7.2"
"C26712",2025-09-12,2025-10-04,23,"7.7.2"
"C26721",2024-06-29,2024-07-26,28,"7.7.2"
"C26724",2024-07-08,2024-08-11,35,"7.7.2"
"C26727",2024-02-17,2025-02-13,363,"7.7.2"
"C26730",2024-07-07,2024-09-13,69,"7.7.2"
"C26733",2024-07-07,2024-09-13,69,"7.7.2"
"C26739",2024-07-08,2024-08-23,47,"7.7.2"
"C26745",2023-08-04,2025-01-09,525,"7.7.2"
"C26748",2024-07-02,2024-07-24,23,"7.7.2"
"C26751",2024-07-05,2024-07-17,13,"7.7.2"
"C26754",2024-06-19,2024-07-26,38,"7.7.2"
"C26772",2024-07-16,2024-12-07,145,"7.7.2"
"C26775",2024-08-03,2024-08-11,9,"7.7.2"
"C26781",2024-07-10,2024-07-22,13,"7.7.2"
"C26781",2024-10-07,2024-10-29,23,"7.7.2"
"C26781",2025-08-29,2025-09-26,29,"7.7.2"
"C26784",2024-07-10,2024-09-23,76,"7.7.2"
"C26787",2024-07-08,2024-07-26,19,"7.7.2"
"C26787",2025-09-22,2025-10-19,28,"7.7.2"
"C26790",2024-04-05,2024-08-01,119,"7.7.2"
"C26793",2024-07-12,2024-08-13,33,"7.7.2"
"C26796",2024-07-12,2024-08-13,33,"7.7.2"
"C26811",2024-05-31,2024-08-04,66,"7.7.2"
"C26814",2024-05-31,2024-08-04,66,"7.7.2"
"C26823",2024-06-28,2024-09-19,84,"7.7.2"
"C26823",2025-08-28,2025-11-19,84,"7.7.2"
"C26826",2025-10-13,2025-11-23,42,"7.7.2"
"C26844",2024-06-29,2024-07-27,29,"7.7.2"
"C26853",2024-07-06,2024-08-17,43,"7.7.2"
"C26856",2024-07-06,2024-08-17,43,"7.7.2"
"C26856",2024-12-16,2025-01-17,33,"7.7.2"
"C26859",2023-11-23,2024-10-05,318,"7.7.2"
"C26865",2024-07-16,2024-09-02,49,"7.7.2"
"C26871",2024-06-17,2024-09-19,95,"7.7.2"
"C26871",2025-02-25,,,"7.7.2"
"C26877",2024-07-16,2024-07-29,14,"7.7.2"
"C26880",2024-06-21,2025-01-24,218,"7.7.2"
"C26892",2024-07-18,2024-08-27,41,"7.7.2"
"C26895",2024-07-19,2024-08-04,17,"7.7.2"
"C26895",2025-03-23,2025-04-22,31,"7.7.2"
"C26895",2025-09-04,2025-11-25,83,"7.7.2"
"C26898",2024-07-13,2024-07-28,16,"7.7.2"
"C26901",2023-12-20,2025-01-23,401,"7.7.2"
"C26907",2024-07-19,2024-08-11,24,"7.7.2"
"C26910",2024-07-19,2024-08-11,24,"7.7.2"
"C26928",2024-06-19,2025-02-13,240,"7.7.2"
"C26934",2024-07-13,2024-08-23,42,"7.7.2"
"C26934",2025-10-23,2025-12-16,55,"7.7.2"
"C26937",2024-07-13,2024-12-12,153,"7.7.2"
"C26937",2025-10-27,2025-11-28,33,"7.7.2"
"C26943",2025-08-06,2025-10-16,72,"7.7.2"
"C26946",2024-06-16,2024-10-01,108,"7.7.2"
"C26952",2025-05-22,2025-07-08,48,"7.7.2"
"C26958",2024-07-14,2025-02-13,215,"7.7.2"
"C26958",2025-07-28,2025-11-13,109,"7.7.2"
"C26961",2024-07-20,2024-08-13,25,"7.7.2"
"C26964",2025-10-08,2025-11-11,35,"7.7.2"
"C26967",2024-03-05,2024-09-12,192,"7.7.2"
"C26973",2024-07-21,2024-07-30,10,"7.7.2"
"C26994",2024-01-03,2024-09-20,262,"7.7.2"
"C26994",2024-10-08,2025-01-01,86,"7.7.2"
"C26994",2025-01-09,2025-02-12,35,"7.7.2"
"C27000",2024-06-24,2024-09-05,74,"7.7.2"
"C27003",2024-06-24,2024-09-05,74,"7.7.2"
"C27006",2024-04-24,2024-08-19,118,"7.7.2"
"C27012",2024-07-25,2024-08-08,15,"7.7.2"
"C27012",2024-12-28,2025-03-17,80,"7.7.2"
"C27012",2025-12-04,2026-01-31,59,"7.7.2"
"C27015",2024-07-26,2024-09-14,51,"7.7.2"
"C27018",2024-07-26,2024-08-20,26,"7.7.2"
"C27024",2024-07-22,2024-09-21,62,"7.7.2"
"C27024",2025-07-14,2025-10-15,94,"7.7.2"
"C27027",2024-07-27,2024-08-13,18,"7.7.2"
"C27027",2025-11-30,2025-12-28,29,"7.7.2"
"C27042",2024-11-10,2024-11-26,17,"7.7.2"
"C27045",2024-06-10,2024-08-09,61,"7.7.2"
"C27063",2024-07-23,2024-08-07,16,"7.7.2"
"C27066",2024-07-27,2024-09-14,50,"7.7.2"
"C27069",2024-01-05,2024-08-24,233,"7.7.2"
"C27072",2024-01-05,2024-08-24,233,"7.7.2"
"C27075",2024-07-11,,,"7.7.2"
"C27081",2024-06-08,2024-08-26,80,"7.7.2"
"C27084",2024-07-30,2025-05-01,276,"7.7.2"
"C27090",2022-03-08,2025-07-18,1229,"7.7.2"
"C27093",2025-03-17,2025-03-29,13,"7.7.2"
"C27102",2025-04-04,2025-05-16,43,"7.7.2"
"C27105",2024-07-04,2025-03-15,255,"7.7.2"
"C27120",2024-06-19,2025-02-25,252,"7.7.2"
"C27120",2025-05-05,2025-10-02,151,"7.7.2"
"C27126",2024-07-28,2024-09-16,51,"7.7.2"
"C27129",2024-07-30,2024-08-24,26,"7.7.2"
"C27132",2024-08-02,2024-08-27,26,"7.7.2"
"C27138",2024-01-16,2024-08-17,215,"7.7.2"
"C27141",2024-07-09,2024-11-17,132,"7.7.2"
"C27141",2025-12-08,2025-12-18,11,"7.7.2"
"C27150",2024-08-03,2024-08-16,14,"7.7.2"
"C27150",2024-10-14,2024-10-26,13,"7.7.2"
"C27156",2024-08-04,2024-10-03,61,"7.7.2"
"C27159",2024-08-15,2024-10-04,51,"7.7.2"
"C27162",2024-04-22,2024-10-21,183,"7.7.2"
"C27174",2024-08-03,2024-08-21,19,"7.7.2"
"C27183",2024-08-05,2024-10-19,76,"7.7.2"
"C27192",2024-04-29,2024-10-03,158,"7.7.2"
"C27195",2024-07-09,2024-08-28,51,"7.7.2"
"C27204",2025-02-03,2025-06-05,123,"7.7.2"
"C27210",2025-05-04,2025-08-25,114,"7.7.2"
"C27213",2025-05-04,2025-08-25,114,"7.7.2"
"C27216",2024-08-08,2024-08-22,15,"7.7.2"
"C27222",2024-08-05,2024-09-12,39,"7.7.2"
"C27225",2024-07-23,2024-08-25,34,"7.7.2"
"C27228",2024-06-30,2024-08-25,57,"7.7.2"
"C27231",2024-07-06,2024-08-04,30,"7.7.2"
"C27234",2024-06-03,2024-10-03,123,"7.7.2"
"C27237",2024-07-08,2024-09-07,62,"7.7.2"
"C27243",2022-08-11,2024-09-19,771,"7.7.2"
"C27243",2025-10-24,2025-11-21,29,"7.7.2"
"C27246",2024-08-05,2024-09-27,54,"7.7.2"
"C27249",2024-08-08,2024-09-21,45,"7.7.2"
"C27252",2023-01-30,2025-11-19,1025,"7.7.2"
"C27258",2024-01-22,2024-10-02,255,"7.7.2"
"C27261",2024-01-16,2024-08-17,215,"7.7.2"
"C27264",2024-07-28,2024-10-13,78,"7.7.2"
"C27270",2024-02-03,2025-11-14,651,"7.7.2"
"C27273",2024-08-15,2024-08-17,3,"7.7.2"
"C27282",2024-08-14,2024-09-05,23,"7.7.2"
"C27300",2024-08-13,2024-09-20,39,"7.7.2"
"C27321",2024-08-13,2024-08-30,18,"7.7.2"
"C27321",2025-07-26,2025-09-09,46,"7.7.2"
"C27324",2024-08-09,2025-08-05,362,"7.7.2"
"C27357",2024-09-22,2024-10-15,24,"7.7.2"
"C27366",2022-09-16,2024-09-16,732,"7.7.2"
"C27369",2024-11-30,2025-02-20,83,"7.7.2"
"C27372",2024-07-19,2025-04-28,284,"7.7.2"
"C27393",2024-08-19,2024-09-16,29,"7.7.2"
"C27396",2024-05-31,2024-12-06,190,"7.7.2"
"C27420",2024-08-20,2024-09-01,13,"7.7.2"
"C27426",2024-01-17,2025-01-29,379,"7.7.2"
"C27429",2024-08-21,2024-11-03,75,"7.7.2"
"C27429",2025-10-02,2025-10-15,14,"7.7.2"
"C27429",2025-10-24,2025-11-19,27,"7.7.2"
"C27432",2023-11-04,2025-02-06,461,"7.7.2"
"C27432",2025-11-11,,,"7.7.2"
"C27435",2024-08-16,2024-09-30,46,"7.7.2"
"C27456",2024-09-01,2024-09-13,13,"7.7.2"
"C27459",2024-08-24,2024-09-24,32,"7.7.2"
"C27459",2024-10-05,2024-11-06,33,"7.7.2"
"C27462",2024-06-17,2024-09-14,90,"7.7.2"
"C27465",2024-08-19,2024-10-10,53,"7.7.2"
"C27468",2025-03-08,2025-03-26,19,"7.7.2"
"C27480",2023-08-04,2025-08-04,732,"7.7.2"
