HoHID,HHType,FirstEntry,LastInactive,Stat,StatEnrollmentID,ReturnTime,HHChronic,HHVet,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdult,HHChild,HHNoDOB,HHAdultAge,HHParent,ESTStatus,ESTGeography,ESTLivingSit,ESTDestination,ESTChronic,ESTVet,ESTDisability,ESTFleeingDV,ESTAC3Plus,ESTAdultAge,ESTParent,RRHStatus,RRHMoveIn,RRHGeography,RRHLivingSit,RRHDestination,RRHPreMoveInDays,RRHChronic,RRHVet,RRHDisability,RRHFleeingDV,RRHAC3Plus,RRHAdultAge,RRHParent,PSHStatus,PSHMoveIn,PSHGeography,PSHLivingSit,PSHDestination,PSHHousedDays,PSHChronic,PSHVet,PSHDisability,PSHFleeingDV,PSHAC3Plus,PSHAdultAge,PSHParent,ESDays,THDays,ESTDays,RRHPSHPreMoveInDays,RRHHousedDays,SystemDaysNotPSHHoused,SystemHomelessDays,Other3917Days,TotalHomelessDays,SystemPath,ESTAIR,RRHAIR,PSHAIR,RRHSOStatus,RRHSOMoveIn,ReportID,Step
"C36522",2,2025-10-20,2025-10-19,1,,-1,1,0,1,0,146,2,3,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,3,101,431,18,1,0,1,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,18,12,30,18,24,42,4,0,1,0,0,-1,607271242,"6.18"
"C36537",1,2025-10-27,2025-10-26,1,,-1,0,1,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,3,116,434,46,0,1,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,46,12,58,46,279,325,4,0,1,0,0,-1,607271242,"6.18"
"C36543",1,2025-10-30,2025-10-29,1,,-1,0,0,0,0,5,2,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,0,3,101,313,162,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,161,0,161,161,22,183,4,0,0,0,0,-1,607271242,"6.18"
"C36546",1,2025-10-22,2025-10-21,1,,-1,4,0,0,2,3,1,0,0,25,0,22,3,116,99,0,0,0,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,23,0,23,0,0,23,23,2211,2234,1,1,0,0,0,-1,607271242,"6.18"
"C36549",1,2025-10-23,2025-10-22,1,,-1,0,0,0,2,3,1,0,0,25,0,22,1,101,423,0,0,0,2,0,25,0,21,0,3,101,-1,283,0,0,0,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,50,0,50,283,0,333,333,10,343,5,1,0,0,0,-1,607271242,"6.18"
"C36552",1,2025-10-21,2025-10-20,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,335,312,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,17,0,17,0,0,17,17,2,19,1,1,0,0,0,-1,607271242,"6.18"
"C36561",1,2025-10-23,2025-10-22,1,,-1,0,0,1,0,5,1,0,0,55,0,22,1,207,423,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,27,0,27,0,0,27,27,0,27,1,1,0,0,0,-1,607271242,"6.18"
"C36564",1,2025-10-23,2025-10-22,1,,-1,0,0,1,2,16,1,0,0,25,0,22,1,116,423,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,109,0,109,0,0,109,109,0,109,1,1,0,0,0,-1,607271242,"6.18"
"C36567",1,2025-10-20,2025-10-19,1,,-1,1,0,1,1,1,1,0,0,25,0,22,1,314,101,1,0,1,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,194,0,194,0,0,194,194,0,194,1,1,0,0,0,-1,607271242,"6.18"
"C36570",2,2026-05-09,2026-05-08,1,,-1,0,0,0,2,5,2,1,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,0,3,314,-1,145,0,0,0,2,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,145,0,145,145,0,145,4,0,0,0,0,-1,607271242,"6.18"
"C36573",1,2025-12-25,2025-12-24,1,,-1,0,0,0,2,5,2,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,0,1,101,99,92,0,0,0,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,91,0,91,91,76,167,4,0,0,0,0,-1,607271242,"6.18"
"C36576",1,2025-11-16,2025-11-15,1,,-1,0,1,1,0,157,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,2,101,410,33,0,1,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,33,148,181,33,60,93,4,0,1,0,0,-1,607271242,"6.18"
"C36579",1,2025-10-23,2025-10-22,1,,-1,0,0,0,1,3,1,0,0,18,0,22,1,101,431,0,0,0,1,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,78,0,78,0,0,78,78,73,151,1,1,0,0,0,-1,607271242,"6.18"
"C36582",2,2025-11-08,2025-11-07,1,,-1,0,0,0,1,3,1,1,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,22,0,607271242,"6.18"
"C36588",2,2026-07-18,2026-07-17,1,,-1,0,0,0,1,3,1,1,0,24,1,21,1,116,-1,0,0,0,1,0,24,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,75,0,75,0,0,75,75,22,97,1,1,0,0,0,-1,607271242,"6.18"
"C36591",2,2026-01-01,2025-12-31,1,,-1,9,0,1,1,167,1,2,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,107,107,12,0,0,0,22,1,607271242,"6.18"
"C36594",2,2025-10-24,2025-10-23,1,,-1,0,0,0,0,5,1,3,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,174,174,12,0,0,0,22,1,607271242,"6.18"
"C36606",1,2025-10-25,2025-10-24,1,,-1,0,0,0,0,234,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,21,0,3,116,-1,341,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,341,0,341,341,15,356,4,0,0,0,0,-1,607271242,"6.18"
"C36609",1,2025-10-24,2025-10-23,1,,-1,0,0,0,0,56,1,0,0,25,0,22,1,314,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,20,0,20,0,0,20,20,0,20,1,1,0,0,0,-1,607271242,"6.18"
"C36618",1,2025-10-23,2025-10-22,1,,-1,0,0,1,0,6,1,0,0,25,0,22,1,116,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,72,0,72,0,0,72,72,8,80,1,1,0,0,0,-1,607271242,"6.18"
"C36624",1,2025-11-21,2025-11-20,1,,-1,6,0,1,0,3,1,0,0,55,0,22,3,99,431,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,19,0,19,0,0,19,19,72,91,1,1,0,0,21,0,607271242,"6.18"
"C36627",1,2025-10-30,2025-10-29,1,,-1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,3,335,431,28,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,28,12,40,28,0,28,4,0,1,0,0,-1,607271242,"6.18"
"C36630",1,2025-12-19,2025-12-18,1,,-1,0,1,1,0,5,2,0,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,2,101,434,35,0,1,1,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,35,64,99,35,21,56,4,0,1,0,0,-1,607271242,"6.18"
"C36633",1,2025-10-19,2025-10-18,1,,-1,0,0,0,0,3,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,1,116,410,1,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1,138,139,1,351,352,4,0,1,0,0,-1,607271242,"6.18"
"C36636",1,2025-10-25,2025-10-24,1,,-1,0,0,1,0,5,1,0,0,55,0,22,1,207,422,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,40,0,40,0,0,40,40,0,40,1,1,0,0,0,-1,607271242,"6.18"
"C36639",3,2025-10-23,2025-10-22,1,,-1,0,0,1,0,236,0,1,0,-1,0,22,1,336,313,0,0,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,33,0,33,0,0,33,33,0,33,1,1,0,0,0,-1,607271242,"6.18"
"C36642",1,2025-09-07,2025-09-06,5,,-1,0,1,0,0,5,1,0,0,25,0,12,3,206,99,0,1,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,66,0,66,0,0,66,66,8,74,1,1,0,0,0,-1,607271242,"6.18"
"C36651",1,2025-10-25,2025-10-24,1,,-1,1,0,1,2,237,1,0,0,25,0,21,1,99,-1,1,0,1,2,0,25,0,22,0,2,101,24,133,1,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,341,0,341,0,0,341,341,906,1247,5,1,0,0,0,-1,607271242,"6.18"
"C36654",1,2025-10-19,2025-10-18,1,,-1,0,0,1,0,5,1,0,0,25,0,22,3,335,98,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,17,0,17,0,0,17,17,0,17,1,1,0,0,0,-1,607271242,"6.18"
"C36657",1,2025-10-26,2025-10-25,1,,-1,0,0,1,0,56,1,0,0,25,0,22,1,99,99,0,0,1,0,0,25,0,21,1,1,101,-1,76,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,26,0,26,61,228,315,87,27,114,5,1,1,0,0,-1,607271242,"6.18"
"C36660",1,2025-10-31,2025-10-30,1,,-1,0,0,0,0,3,1,0,0,25,0,22,1,116,313,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,33,0,33,0,0,33,33,14,47,1,1,0,0,0,-1,607271242,"6.18"
"C36663",1,2025-10-29,2025-10-28,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,99,99,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,42,57,1,1,0,0,0,-1,607271242,"6.18"
"C36666",1,2025-11-18,2025-11-17,1,,-1,4,0,0,0,5,1,0,0,25,0,22,1,336,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,2,15,1,1,0,0,0,-1,607271242,"6.18"
"C36669",1,2025-10-24,2025-10-23,1,,-1,9,0,1,0,245,1,0,0,25,0,22,3,101,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,54,0,54,0,0,54,54,2,56,1,1,0,0,0,-1,607271242,"6.18"
"C36672",2,2025-10-30,2025-10-29,1,,-1,0,0,0,1,15,2,1,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,0,3,335,-1,336,0,0,0,1,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,336,0,336,336,0,336,4,0,0,0,0,-1,607271242,"6.18"
"C36681",1,2025-10-19,2025-10-18,1,,-1,9,0,1,0,56,1,0,0,18,0,22,1,101,215,0,0,1,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,37,37,0,0,37,37,0,37,2,1,0,0,0,-1,607271242,"6.18"
"C36684",3,2025-10-11,2025-10-10,1,,-1,0,0,0,0,5,0,1,0,-1,0,22,1,101,225,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,47,47,0,0,47,47,0,47,2,1,0,0,0,-1,607271242,"6.18"
"C36687",1,2025-11-01,2025-10-31,1,,-1,0,0,0,1,246,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,3,336,431,14,0,0,0,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,14,12,26,14,0,14,4,0,1,0,0,-1,607271242,"6.18"
"C36690",1,2025-10-25,2025-10-24,1,,-1,0,0,1,0,5,1,0,0,55,0,22,3,207,423,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,0,13,1,1,0,0,0,-1,607271242,"6.18"
"C36693",3,2025-10-05,2025-10-04,1,,-1,0,0,0,0,5,0,1,0,-1,0,22,1,215,215,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,230,230,0,0,230,230,0,230,2,1,0,0,0,-1,607271242,"6.18"
"C36696",3,2025-10-09,2025-10-08,1,,-1,9,0,1,0,35,0,1,0,-1,0,22,1,207,215,0,0,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,47,47,0,0,47,47,0,47,2,1,0,0,0,-1,607271242,"6.18"
"C36699",1,2025-10-26,2025-10-25,1,,-1,0,0,0,0,5,1,0,0,25,0,22,1,116,313,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,29,0,29,0,0,29,29,114,143,1,1,0,0,0,-1,607271242,"6.18"
"C36702",1,2025-10-26,2025-10-25,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,336,99,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,100,0,100,0,0,100,100,6,106,1,1,0,0,0,-1,607271242,"6.18"
"C36705",1,2025-10-30,2025-10-29,1,,-1,0,0,0,0,3,1,0,0,25,0,22,1,99,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,2,17,1,1,0,0,0,-1,607271242,"6.18"
"C36708",1,2025-10-30,2025-10-29,1,,-1,0,0,1,0,3,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,0,3,336,99,70,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,69,0,69,69,0,69,4,0,0,0,0,-1,607271242,"6.18"
"C36714",1,2026-03-15,2026-03-14,1,,-1,0,0,1,1,35,1,0,0,24,0,22,1,207,99,0,0,1,1,0,24,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,72,87,1,1,0,0,0,-1,607271242,"6.18"
"C36714",2,2026-06-29,2026-06-28,1,,-1,0,0,1,1,35,1,1,0,24,1,21,1,116,-1,0,0,1,1,0,24,1,21,0,1,116,-1,94,0,0,1,1,0,24,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,83,0,83,11,0,94,94,25,119,5,1,0,0,0,-1,607271242,"6.18"
"C36720",1,2025-10-30,2025-10-29,1,,-1,0,0,1,0,256,1,0,0,55,0,22,1,101,423,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,99,0,99,0,0,99,99,2,101,1,1,0,0,0,-1,607271242,"6.18"
"C36723",1,2025-10-24,2025-10-23,1,,-1,0,0,0,0,5,1,0,0,25,0,22,1,206,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,22,0,22,0,0,22,22,174,196,1,1,0,0,0,-1,607271242,"6.18"
"C36726",1,2025-11-01,2025-10-31,1,,-1,0,0,1,0,3,1,0,0,25,0,22,1,101,422,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,49,0,49,0,0,49,49,0,49,1,1,0,0,0,-1,607271242,"6.18"
"C36729",1,2025-11-01,2025-10-31,1,,-1,0,0,0,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,0,3,314,99,155,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,154,0,154,154,0,154,4,0,0,0,0,-1,607271242,"6.18"
"C36732",1,2025-10-25,2025-10-24,1,,-1,6,1,1,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,1,116,419,41,0,1,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,41,35,76,41,296,337,4,0,1,0,0,-1,607271242,"6.18"
"C36735",1,2025-10-30,2025-10-29,1,,-1,0,0,0,2,3,1,0,0,25,0,22,1,116,422,0,0,0,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,116,0,116,0,0,116,116,65,181,1,1,0,0,0,-1,607271242,"6.18"
"C36738",1,2025-10-14,2025-10-13,1,,-1,0,0,0,0,56,1,0,0,25,0,22,1,206,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,82,0,82,0,0,82,82,0,82,1,1,0,0,0,-1,607271242,"6.18"
"C36744",1,2025-10-30,2025-10-29,1,,-1,0,0,0,0,5,1,0,0,25,0,22,3,116,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,41,0,41,0,0,41,41,74,115,1,1,0,0,0,-1,607271242,"6.18"
"C36747",1,2025-10-22,2025-10-21,1,,-1,0,0,0,0,5,1,0,0,25,0,22,1,116,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,110,0,110,0,0,110,110,0,110,1,1,0,0,0,-1,607271242,"6.18"
"C36750",2,2025-10-27,2025-10-26,1,,-1,0,0,1,0,5,3,1,0,25,1,22,1,410,410,0,0,1,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,101,0,101,0,0,101,101,4,105,1,1,0,0,0,-1,607271242,"6.18"
"C36774",1,2025-10-27,2025-10-26,1,,-1,0,0,0,0,5,1,0,0,25,0,22,1,314,314,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,40,0,40,0,0,40,40,13,53,1,1,0,0,0,-1,607271242,"6.18"
"C36777",1,2025-11-01,2025-10-31,1,,-1,0,0,0,1,3,1,0,0,25,0,22,1,116,99,0,0,0,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,14,0,14,0,0,14,14,13,27,1,1,0,0,0,-1,607271242,"6.18"
"C36780",1,2025-10-30,2025-10-29,1,,-1,4,0,0,0,3,1,0,0,18,0,22,1,206,422,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,22,0,22,0,0,22,22,2,24,1,1,0,0,0,-1,607271242,"6.18"
"C36786",1,2025-10-31,2025-10-30,1,,-1,6,0,1,0,5,1,0,0,25,0,21,1,302,-1,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,299,0,299,0,0,299,299,32,331,1,1,0,0,0,-1,607271242,"6.18"
"C36789",1,2025-10-31,2025-10-30,1,,-1,0,0,1,2,346,1,0,0,25,0,22,1,206,422,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,154,0,154,0,0,154,154,11,165,1,1,0,0,0,-1,607271242,"6.18"
"C36792",1,2025-11-02,2025-11-01,1,,-1,4,0,0,0,36,1,0,0,25,0,21,1,101,-1,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,333,0,333,0,0,333,333,3,336,1,1,0,0,0,-1,607271242,"6.18"
"C36798",2,2025-11-01,2025-10-31,1,,-1,0,0,0,1,3,1,2,0,25,1,22,1,116,313,0,0,0,1,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,54,0,54,0,0,54,54,69,123,1,1,0,0,0,-1,607271242,"6.18"
"C36807",1,2025-10-31,2025-10-30,1,,-1,0,0,0,0,347,1,0,0,25,0,22,3,314,313,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,0,13,1,1,0,0,0,-1,607271242,"6.18"
"C36810",2,2025-11-01,2025-10-31,1,,-1,0,0,0,0,5,2,1,0,25,1,22,1,101,99,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,83,0,83,0,0,83,83,15,98,1,1,0,0,0,-1,607271242,"6.18"
"C36819",2,2025-10-11,2025-10-10,1,,-1,0,0,0,2,5,1,2,0,25,1,22,1,336,422,0,0,0,2,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,0,13,1,1,0,0,0,-1,607271242,"6.18"
"C36828",1,2025-11-02,2025-11-01,1,,-1,0,0,0,0,3,1,0,0,18,0,22,1,116,101,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,89,0,89,0,0,89,89,0,89,1,1,0,0,0,-1,607271242,"6.18"
"C36831",1,2025-11-02,2025-11-01,1,,-1,0,1,0,0,3,1,0,0,25,0,22,1,101,423,0,1,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,41,0,41,0,0,41,41,0,41,1,1,0,0,0,-1,607271242,"6.18"
"C36834",1,2025-10-23,2025-10-22,1,,-1,9,1,1,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,3,116,410,43,0,1,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,43,103,146,43,3,46,4,0,1,0,0,-1,607271242,"6.18"
"C36837",1,2025-10-20,2025-10-19,1,,-1,9,0,1,0,5,1,0,0,25,0,22,3,118,99,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,27,0,27,0,0,27,27,139,166,1,1,0,0,0,-1,607271242,"6.18"
"C36840",1,2025-10-31,2025-10-30,1,,-1,0,0,1,0,5,1,0,0,25,0,22,3,206,312,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,0,13,1,1,0,0,0,-1,607271242,"6.18"
"C36849",2,2025-11-02,2025-11-01,1,,-1,0,0,0,1,3,1,2,0,25,1,22,1,116,410,0,0,0,1,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,76,0,76,0,0,76,76,6,82,1,1,0,0,0,-1,607271242,"6.18"
"C36858",1,2025-11-01,2025-10-31,1,,-1,9,0,1,0,367,1,0,0,25,0,22,3,336,99,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,31,0,31,0,0,31,31,0,31,1,1,0,0,0,-1,607271242,"6.18"
"C36864",2,2026-03-03,2026-03-02,1,,-1,0,0,1,2,5,2,2,0,25,1,22,1,335,99,0,0,1,2,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,16,0,16,0,0,16,16,29,45,1,1,0,0,0,-1,607271242,"6.18"
"C36873",1,2025-11-06,2025-11-05,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,410,313,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,33,0,33,0,0,33,33,0,33,1,1,0,0,0,-1,607271242,"6.18"
"C36876",1,2025-11-06,2025-11-05,1,,-1,0,0,1,0,35,1,0,0,25,0,22,1,314,423,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,29,0,29,0,0,29,29,0,29,1,1,0,0,0,-1,607271242,"6.18"
"C36879",1,2026-06-09,2026-06-08,1,,-1,0,0,1,0,15,1,0,0,25,0,22,1,336,312,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,20,0,20,0,0,20,20,64,84,1,1,0,0,0,-1,607271242,"6.18"
